fold,epoch,loss,page_loss,f1_clean,f1_corrupt,page_acc,nonpage_acc_corrupt,train_s,imgs_per_s,lr_top
4,1,1.3097192401844988,1.4923821789297191,0.9571160495051488,0.9558978827006107,0.7222222222222222,0.9735376044568245,43,70,4e-05
4,2,0.5415271009717669,0.7112520120360635,0.96845492460168,0.9651085103936089,0.8611111111111112,0.9749303621169917,44,69,3.919796087756705e-05
4,3,0.5083872571035668,0.6053411865776236,0.9726857817080905,0.9646912025609048,0.75,0.979108635097493,44,69,3.685681995005739e-05
4,4,0.4931768077233481,0.5661385966972872,0.9717964843996253,0.9691611281735326,0.8055555555555556,0.9818941504178273,44,69,3.316624253211665e-05
4,5,0.48837654741983566,0.5139444985172965,0.9701361495622866,0.9637508464185103,0.7777777777777778,0.9777158774373259,43,70,2.8425217257437355e-05
4,6,0.48695608551697755,0.4589024057442492,0.9737623964827734,0.9691102797243173,0.8333333333333334,0.9805013927576601,44,69,2.3017833797811048e-05
4,7,0.4845957977194635,0.4453652264042334,0.9762364305274739,0.974579695794724,0.8055555555555556,0.9874651810584958,43,70,1.7382166202188958e-05
4,8,0.4869058908372329,0.4616704589941285,0.9739212587337099,0.9645304123814854,0.8611111111111112,0.9749303621169917,44,69,1.1974782742562651e-05
4,9,0.47591388201902785,0.4501937451687726,0.9801646147264037,0.9751881909948457,0.8611111111111112,0.9846796657381616,43,70,7.233757467883358e-06
4,10,0.47883905927655557,0.4428495480255647,0.9778095352103688,0.9743947825396642,0.8333333333333334,0.9860724233983287,43,70,3.54318004994261e-06
4,11,0.47899523148776363,0.44792044027285144,0.9793918866911827,0.9743947825396642,0.8333333333333334,0.9860724233983287,43,70,1.2020391224329545e-06
4,12,0.47912899211600973,0.44566564668308606,0.9793918866911827,0.9743947825396642,0.8333333333333334,0.9860724233983287,43,70,4.0000000000000003e-07
