fold,epoch,loss,page_loss,f1_clean,f1_corrupt,page_acc,nonpage_acc_corrupt,train_s,imgs_per_s,lr_top
2,1,1.3140514766570752,1.3749089281667362,0.9734433198772782,0.9679033840597542,0.8823529411764706,0.970873786407767,43,70,4e-05
2,2,0.5407443451029914,0.6404223834926431,0.9805045393902735,0.9703354136277124,0.8529411764705882,0.9764216366158114,43,70,3.919796087756705e-05
2,3,0.5001417805278112,0.631706950339404,0.9812912879624205,0.9704008866402274,0.8235294117647058,0.9778085991678225,43,70,3.685681995005739e-05
2,4,0.496963415866491,0.49552288990129123,0.9883721509536475,0.9791586044480118,0.8823529411764706,0.984743411927878,43,70,3.316624253211665e-05
2,5,0.48607074189438393,0.5060120658441023,0.9841217649214745,0.973910697542352,0.8235294117647058,0.9833564493758669,44,70,2.8425217257437355e-05
2,6,0.49596280190679765,0.5095136192711917,0.9863161556683046,0.9794679375659412,0.8529411764705882,0.986130374479889,43,70,2.3017833797811048e-05
2,7,0.4840397228087698,0.47854030470956455,0.9854670810915165,0.9790785826810524,0.8823529411764706,0.9833564493758669,43,70,1.7382166202188958e-05
2,8,0.4844478613563946,0.4786625890569253,0.9912069452218008,0.9821625318440168,0.9411764705882353,0.9833564493758669,43,70,1.1974782742562651e-05
2,9,0.4826436771681069,0.4495950212532824,0.9883390530281405,0.9811900503113928,0.9117647058823529,0.984743411927878,43,70,7.233757467883358e-06
2,10,0.4887943684108674,0.44168998165564105,0.9899721971892382,0.9811900503113928,0.9117647058823529,0.984743411927878,43,70,3.54318004994261e-06
2,11,0.4755027391923168,0.44872554865750397,0.9887496453669998,0.9811900503113928,0.9117647058823529,0.984743411927878,43,70,1.2020391224329545e-06
2,12,0.4799280036536474,0.43968767063184216,0.9887496453669998,0.9811900503113928,0.9117647058823529,0.984743411927878,43,70,4.0000000000000003e-07
