image_id,split,label,md5,pix_md5,group,group_size
tHpqlCor.png,train,lontara,2920ff70c0236970fb6ca186482bc19e,4ca7006df56d775e82b72263965b4289,0,1
B494gp8Z.png,train,jawa,9cc9b8c8d722f8461bf619cb3eb30d24,543f828f147deff2e3f665713e0cee9d,1,1
rJZQjxc0.png,train,jawi,5892c64b3ff8bd7608d0da1a16d310fe,62527cf935e7337d426ea4259d0f7912,2,1
hO9fOUhw.png,train,sunda,37a87b9dd1c5b15c306975325da62061,63d6d7e1c1181ea5356867884a92f70c,3,1
Q4K6YjCj.png,train,sunda,0b7d25c3e490eccaae6e3563031d4a6e,77de02a3061218c8e040823fbfe93820,4,1
PbvtXzAF.png,train,lontara,688b7d68272b9bf84c087755ebe2af14,8507a32dffded260f0af728e6064417d,5,1
bvZgcoNn.png,train,jawi,6f595be32f3bba4846ef7f9bfd55fe14,b817aa5b0137b748c1ce1b0accef0b45,6,1
vrNJOkCG.png,train,jawa,e5e09f69a400e9b476e05a0b0cf249a2,87cb64db2114ba186623f29e249e88b7,7,1
qzpRIEtV.png,train,jawa,d04fd81e6ff762c5c531b31a2d7e61ab,839401dfbf480598c532098af94427cc,8,1
305fGZ3w.png,train,jawi,1b97825d4266e2dfb710259531ab9c22,9a828f41d78cb138ce615e03edc70568,9,1
oV1rqiki.png,train,sunda,4de132c21c07f2cc1e1e6c9b5c2dd392,6d21a705225f6c5d88c50b940f333774,10,1
efsCVAXh.png,train,jawi,a9b1118787412e8f1b41ca1acd3ce638,c41e43451b9e5f49a450f71111fb143d,11,1
SZlo4nAd.png,train,lontara,6e4153c870416ecb5d037501ac31bde3,4caf3b0aaad2295c18a975450b0ec8f8,12,1
Odiwgs3f.png,train,jawi,2430e2acdb131b54755f906a38e216e7,861d0c8bc6a3728a8d486ecbce4f2ebb,13,1
XnmCJESw.png,train,pegon,3ad571a9d0567c26970647c50298a344,8c71408849fc5edecb9d75a918badfcd,14,1
3YX19rhG.png,train,pegon,5ac8b88f1fb1c1e210d365434ab8ca3f,74a317237772a320350e22c8047fac85,15,1
HRCr8t7l.png,train,pegon,da02c651ec401398855b1b6f3ad47efc,0a5df1b001e582b5f6d36f6da6da9030,16,1
jYTQSpdW.png,train,bali,ccd150bd235a9f71d6f119f05d91e342,97a56f45e6be8ee017d7f920063434c3,17,1
7E48jzhq.png,train,lontara,60b4a1d663460759097c70f09baad4ff,fcaa3c00e42e6e38b4661e6cd8027598,18,1
TVGT0l15.png,train,lampung,1a6440f4d27ad7995f50acdb2b437ee5,a31ec739b9afc4f6ed9bfaa88c2d8fcc,19,1
brPaEeqP.png,train,lontara,cef872ee8a53ad456234881edbe1d001,d811b997f3330b89aef4dcd13ff7f5d6,20,1
GmuReuLR.png,train,sunda,572281b2a31276fdd9df9480f9399b9d,a4c66772ffb43c0ea5aa5eecf8e49d50,21,1
GsOT0T5x.png,train,lampung,7f34af0f4e84717f6bd06197596d4272,d602475898108d39de9b414ba97bcff6,22,1
5rjyLVjM.png,train,sunda,f4a53252996c5d9e88507e1601286c37,df38cf780fcf70a95a2e1d422940ce70,23,1
zserujX8.jpg,train,bali,848f25d790f3398358ceacfeefa44c7f,8b00b41a5d1f27e47959f9747a55d0e6,24,1
ULOLP0Ie.png,train,sunda,117566b57d9faacca2e6421984d90b43,f8005eed83a0be0ea966f74618926dae,25,1
tzoxINik.png,train,jawi,88fa9f902b99ae072a37fbc2e7c9b1dc,8ca28ff96a5c3e066e3dad6117bf30f0,26,1
SWmX6WTA.png,train,lontara,b3a56a4a3d6cc04f65384ae11500a936,2e5b8d8dc2f39ca8e00906791cfd5725,27,1
UmCiBs0K.png,train,jawi,0b93f9d677284a07faf0e4bf1a9fed3d,0349edad8287249d0b1d205d7c8b9c69,28,1
qRtpcq8R.png,train,lampung,cd073f51b5774467ea1af19ecf8e8116,bd99b9ab392b79a00e618c6a69fd7aa9,29,1
sEWlF4GG.png,train,jawa,ad78104baaf74ee2cf37afcce253f0ac,4189dc0d4d4e709060b07c8e06da4b3e,30,1
kg4W1LjT.png,train,jawa,9744b63c7bb8388c2b70dba440da17bc,3fc79ad5df9a2a8cee37e14a1f5242e9,31,1
gEPhuYHT.png,train,jawi,ea282c0ccd8b4a76408190015b849093,76bc9068579c3db3c6b90b32f8652a8c,32,1
VwBH4U2s.png,train,jawa,559a06252b2507b536eec5490ada09fc,355dfc9489aa6b7e0874d6ab55d4f413,33,1
WdbxpsD0.png,train,lontara,49d17e056729ad27ce9eac09b2a7358a,0ca785c137c023f3011e8056c061cd20,34,1
c5qAky23.png,train,sunda,553ed7125717de64c5b3b5d2914824de,e2135284f6895d830926ce6b2944e2fe,35,1
E7eISFeD.png,train,jawi,68ddec086807f555ccf817c1c29ea9a8,bb86f9a02ca5af44d30c6166324492f6,36,1
sQzD0xtD.png,train,bali,ed1dfe5fbbbe60de5710dc8e36b8c912,8aedf642924e2fb509a2620a911b1a00,37,1
au9mLbd8.png,train,jawi,a9ab6d6c6dd099ad0dd4668c62d258f9,90fd5a84a698773189348601cdf33574,38,1
Pr22tEu7.jpg,train,pegon,05e7b50626d6be5a186dd6c765a0441d,6e558e9c981028285b720937a77079a3,39,1
nY3i2PTt.png,train,bali,89cb35b12bcc3e08294278481f0bf51d,6971a9dd4f8acc2616f03f760e523707,40,1
KxxJsUIA.png,train,bali,a3761af8667b9a5ce678dd339e059398,2f5dc83daa98d15db668a533b424d6da,41,1
e5T265XU.png,train,pegon,abafa613a59dfaf137b4563cef43f4f3,da8c8d7c662992643d592b0669440d03,42,1
92Scn6vQ.png,train,bali,5e5828c8d59480edf03f88e5ceb809ec,1f3fbc54b414e1d5ddbb734106e3513e,43,1
feSarHT2.png,train,pegon,2cb20ebe454d0bb60654312697286969,521481f1af777681a7d8f2d5ef94b103,44,1
XDdeBeL4.png,train,sunda,1ef1ee2541c3f2e3061043fe4a4fa23b,7789bd7b03404cc7d2a7ec0f5877ced5,45,1
R7Hd50RH.png,train,lampung,4288a064a713402e79e0bef50adb29e7,f04b580a3046a46da503c2c893bcd95a,46,1
vZh1HlrP.png,train,pegon,025d90ee46fe1b6b2cd2bc2cfd6eec59,d90a554182bff1ed49e7033d4007b707,47,1
NTvU9OQs.png,train,jawi,601376117d1e867d19b3ba1d5d5a8851,929710b1495b6fc796ee7e94a03d863d,48,1
N8Bs9W3h.png,train,bali,41daeed8332aa43e569d1dc4e65bfb13,e8548d633fd8b35826c5843a4fbbc865,49,1
F53YDFQs.png,train,lontara,a96993a0c15664f294d23b57bc70d48b,d8dcbeed12c23774f94c44fc8d47a11a,50,1
kFuOywWA.png,train,jawi,3ba46f377b2dff73d5a7328df4edb325,2bfc1dbd56aa2d9246bb122d924aa0f3,51,1
Z1un6yl6.png,train,lontara,76131d8b004630ec100982b5744f03e6,099d9e97045d83dc4f219bcf2791e66a,52,1
jUXNviVX.png,train,jawi,b79e6dc0ec4878fa3ad85931e342ed44,cfb56427303b09bec2da8aa271d59dd1,53,1
mh4YpTLf.png,train,sunda,ae6d9a7ad1c18bdab79b4052038b29d3,88f55f48897a47d82c667871500b6e67,54,1
ozj6KCYP.png,train,bali,5be56b6cdc5232b8c29a626f829af77c,269fdbb09de1d88134a11ea00de0cfdf,55,1
1pFJnWNU.png,train,jawi,3fbea0c5427ced4d481163701e15dabe,88e6263cfa2f356ceb5c310aafabb4c5,56,1
g6icPNYH.png,train,lontara,91222655925962e49a3096e5160ef902,6acf268c5436852961c5139f3b8ea019,57,1
bGRWCsTu.png,train,jawa,f48518f8e425368432d81c67bd7c30fb,8004d2bb43328ba6558e2ceb434ff9f7,58,1
dCSSepmf.png,train,bali,f221208e60cd9e452d5854c32d04f584,791c99a5e42687bad1dacc4fa35b1df8,59,1
V9zZHbxx.png,train,lontara,c19e19256be1b558e8b6d30e7c3e99e6,598a7ea228ea559e01fafa298639b54e,60,1
9RppdSnF.png,train,lontara,d1490c2ac22ae0fe912698e2e23fcae8,e0638d19b7dd28e0c2fa91aec88f605a,61,1
AOntxfbJ.png,train,pegon,f2b70ec91d1451cca0e9d7041f146e7b,6fa14a5f9e915e9a57710fc1e06b2782,62,1
UW8zRXPQ.png,train,jawi,3a7b0410bce61f354caca01556b6cdcd,b1702f031e3cce345cd3971503a914ad,63,1
YapID8rH.png,train,jawa,51918a704f84d3f444a1c839e3978a64,4d0e1123c4d641cabd7c3a43c5e9f6e5,64,1
iLTzTF1l.png,train,jawi,b79d21b86894a6af897f5cc64ef3335c,acd8d080bdbf52dd17143f8ea0c79b75,65,1
dqBT88Ps.png,train,jawi,e561fe25fe6b63ad1691a889d7316724,e878126cee30d34ea956a875b0b43de9,66,1
UFE3w0yF.png,train,bali,7c4eb83f195d69d3a450724e7e4582bf,a59c177347db526b09cb5fd7d0687369,67,1
FPktjVik.png,train,pegon,a5831755423108a0a761f14ad9231110,ca3db2dbf7ccd0bcb9298090f29b4d23,68,1
ciJA1mjW.png,train,jawa,097d27946e2417293abab83feb6ae45f,5c33c19ed846a306e5ecc1f33c582a53,69,1
t70ANyVM.png,train,bali,e6e3869711a82732fb3f3a6e52984bd5,8abd9e005221779b7a3ffa5a41bd7648,70,1
wTOJkzj8.png,train,jawa,f9fe946a02cf417f2567fdc19c344600,8ad585a1d4f92ed2b37cf77f40864ede,71,1
NGSYgYgV.png,train,sunda,13de621baec30eddb2e0c5b17281712f,cfe2648c2a19f9b7b1b4c263c2791444,72,1
nxOWgGHf.jpg,train,bali,d4a9679363d501c2fa821b8ad9eb4592,e0c8111ef54684df0bd35e2df4721222,73,1
MzfJHQdz.png,train,lontara,96026431d096dbb4ad8db95cdfe11186,7dbf97a23c4df322a8391057ae6466e3,74,1
mASmqPJv.png,train,jawi,3aff6836e32aeaf2aff6913e38d7e6ed,5151dd6e0d1b93c2d2b6c9ecf116d3e5,75,1
FD30O9tB.png,train,jawa,c3f23dc5e6a3c28f912832382abf8252,285d991fcfb248f311a7bdada6f4bcf3,76,1
sntQGqx6.png,train,bali,5a3b98f4b6f6a52f623a324e28f0f545,e790807700c19399eb111795d2fbed3b,77,1
iPc57tQw.png,train,jawi,609c16eecc4aace66ca27db1200434ee,1b17f4186a3865ea12f86218744399dc,78,1
JlEpM3oC.png,train,bali,462d453b3e36474a7b419ecf5b6afcf0,270f7d5c98644a71cb130e5a10b0f12f,79,1
nAkbUt21.png,train,jawi,980973dfe73e37400d3c536244299bbb,322f3beeca68d782bea5a05eba83168b,80,1
j1hLG7kG.png,train,lampung,c930026e7c90aea0b45060e09d202359,89b02e5a644b927e56c7c8f8addaa7f0,81,1
Yk674FLr.png,train,sunda,ee5fc9a84ba8b6c6ad25d19e3d2dcbf4,bd0a6e0ecab3350922013c890b377573,82,1
WswN2D8a.png,train,pegon,8794c07d89d1216b23bb8374b673d0c8,97ad97b3cd300783c9b818f23abf1626,83,1
GjVx3hcd.png,train,pegon,850e5184d4ca98cf7e51c846e398bcfe,4b5bdda12f6f0e6d53ecf437820f879b,84,1
AlMtohM9.jpg,train,jawi,08fa9a2c908e0cda605f7bbe3bb01350,e16bb2352c016d456488c7ba4ba33d19,85,1
i1j3gXwa.png,train,pegon,8ab7f5a75f0c6f445cd40f332a6addd0,b93e9d04550fefcf3cda97e9678f87d3,86,1
jxh6yxyy.jpg,train,lontara,edcc463e0898675a80f768bc6cc98307,f953d3cd42a3ab1d3986b20fa9695a7e,87,1
ZzLibL3o.png,train,jawi,38ce2da84889f107997485febf79e26f,5c203b8520d95cbe6ec41a81fdf9e5e0,88,1
TT2py3po.png,train,jawa,236bd131aeba88b0208b3a4e811ad84d,99aeeb953213831ee98cdb3ba8b6398c,89,1
tuGKcLTO.png,train,pegon,78b42f6e743c9ec89fbe0fdbdaa5e481,a4719e7c1ddd4ab880d591e0d9320e5f,90,1
ejB5lV79.png,train,jawa,55d040df762665049c12512d9487589f,4d4aa1f13be7103e5146aa4df06ef867,91,1
MQDWdzQd.png,train,jawi,132ff4688641d114fe27c57d28b7f54f,d0006454babdddd5a7d6e5422ca58c00,92,1
lM3588zD.png,train,jawi,99fca25331ca34512e4ccb99f5823a86,339f279025aadfc4e11ef2f4b826f6ff,93,1
jxxuZl8a.png,train,sunda,1fbabf49461fa1efced40862e08bd311,411825b19e08fe2d8955ffc4a9454b95,94,1
dsMBZPzT.png,train,sunda,1d72ceb2899d5ed79d1af9acd03b314b,aed0b50da9ea95ff9fe3b34cb63e6ed7,95,1
xXH0p0da.png,train,sunda,67a793457737f60e6fdd5944791f852a,1b648fc987e28c69f8dc4cf4b32e14d6,96,1
ODoFxn0s.png,train,jawa,1bc50db7a4d8a68551e4a19f026c43c9,2ad0af4599565ab414adf30447766359,97,1
LLZtcVWL.png,train,bali,493785c2d578deb964d5a2a612f9a2a4,d01c5592d195a9c94f65e35fca673755,98,1
xoBMTnSE.png,train,jawa,d23be899553a50428b848767085d9efb,63d28bd8d38912d0a9623a7eff0c7fea,99,1
HC8XBClO.png,train,lampung,7def7d75d9861b5715159c3ea51cc25a,e6231571185c00c3a0b234e2e3846731,100,1
QpAYjE7a.png,train,bali,a7613ee67be6cc8d682eba752fc29f99,4bc9cc4f5a1daa7d2305f8894fee0f3a,101,1
sA9afht9.png,train,jawa,841bf53499252407d5d4d4d0ff956090,5320b0c04d9c647464171dad68beb291,102,1
p5adqFyu.png,train,sunda,9abfb734b0dcbff7a6438dc45156d6bd,49316cc04b61dc7ac925a3d6de8c4497,103,1
BicxDosj.png,train,lontara,0f5f105dadc77b82a7f7d8cada21f666,a518f3c59f9c3b264acdfcfa8fd0a917,104,1
oteXEBir.png,train,pegon,899b86afdc99859e00f6eeccf61a8cbc,73ca56fa0ec69d54ecb14bbeaad0ad2f,105,1
GWcehJAP.png,train,sunda,ae410e72127a50d6ba3fd16c24c7653c,6bad453c569a2bcbc448175649a767a7,106,1
L3S94zx2.png,train,sunda,65a8b76e80765973145a2d7f9f5dafeb,62d017707930491af04785f4a952ed37,107,1
AxZ5sTvi.png,train,jawa,ba1b78e89446d1edcdbd74da03e8d6c5,e8e2b3d07f17075d8a8e998d95058a54,108,1
pzzBFip4.png,train,jawi,5a809a861ba5ebf39d701919b5453b5d,f7aa2755515f2aae9742efa0d927dc50,109,1
UZCz3Tc9.png,train,jawi,715330b729cbf31ed4d4b67c80f9abf4,63d3ea716d043f183d526faa7f2d7e56,110,1
Uwt2QK3l.png,train,jawi,05720ecb0da5f6c15a37995808055364,e1081cd6cba3f45a9cec5434ab4fad8b,111,1
snVEL8LD.png,train,bali,28b96a1884f5b94679f132456cfd4cc3,12d3c7ff39395ec024d5adc35c3197b0,112,1
l6Hef28r.png,train,jawi,a73ad8a41ebc3a67f3d9b0112534d874,fdcc1d64c94e093930c8eb5d913cfeb0,113,1
loTKHqLn.png,train,jawi,3cac81e7bb55b3028c20e18f43e24b92,4694c83c7ddaebee655393a191f6e58e,114,1
vdLe81Di.png,train,jawi,3033afdf4f4658eaeffd53c6e82b76e1,8ef8615e7395a86a1a9aadb4e9ce771a,115,1
WhdB3FSi.png,train,jawa,9a1a7c00e9df409bd16aaa80e8153945,e448c1d586857ae371b2c5e70eb9dbc9,116,1
XRspxxB1.png,train,jawi,08d8fa4c98ed458f7b499d74a4da400e,f863a63309084784deb51fb2a0428f55,117,1
6IRZgMuD.png,train,lontara,4b63675d23cd0915d1c27ae2309537b4,5f310814b6759e255d6685ef8c232f19,118,1
nXqKCOKa.png,train,bali,62583bc80abb027595f677471d39f120,2f512a347de0e8aeae737c8a84b76281,119,1
Gx7JCcSL.png,train,jawi,ba61bb83f5661d014bf814a0c6ba2912,495cdc59fe7b80e0b60c2e233a503ad8,120,1
f6fRApLW.png,train,sunda,431d3dc7f8c097ec9981e7708d2199a7,9e05ab5cb9ea66834c9306000c7b37bd,121,1
EaGEhyHL.png,train,jawi,847e78d08c309ccfbf22fd6f9ef65400,148bc2a9181aab7a25da2f21862a0881,122,1
