fold,epoch,loss,f1_clean,f1_testlike,f1_testlike_reweighted,page_acc,line_acc,train_s,imgs_per_s
4,1,1.3837202728745785,0.9484330741321686,0.9406710139551242,0.895491001226465,0.6944444444444444,0.975609756097561,33,90
4,2,0.5845246736673598,0.9650816135428746,0.9555460574658466,0.9233915936725353,0.7777777777777778,0.9843205574912892,33,90
4,3,0.5655001506526419,0.9644261102161397,0.954670933843959,0.9134076047587172,0.7222222222222222,0.9843205574912892,33,90
4,4,0.565486453156522,0.9743622019367381,0.960401593201801,0.9320197569325552,0.8055555555555556,0.9843205574912892,34,90
4,5,0.5425983871868316,0.9772325779083245,0.961057248622207,0.9371456443439568,0.8333333333333334,0.9860627177700348,33,90
4,6,0.5281469056263883,0.9757275773791056,0.958938241192982,0.9294836155175291,0.8055555555555556,0.9860627177700348,33,90
4,7,0.522489032846816,0.9790472652961564,0.9658289877806209,0.9453443269673156,0.8611111111111112,0.9860627177700348,33,90
4,8,0.5304553437423198,0.9814386285985045,0.9693403203466914,0.9473810123337569,0.8611111111111112,0.9912891986062717,35,85
4,9,0.5154043188754548,0.9850076524989212,0.9758278397777757,0.9647760284831944,0.9166666666666666,0.9895470383275261,33,90
4,10,0.5216251396118327,0.980798241340593,0.9700042610735274,0.9559481018970961,0.8888888888888888,0.9878048780487805,33,91
4,11,0.5119176925496852,0.9835971471322381,0.9728494681186045,0.9573648081915993,0.8888888888888888,0.9878048780487805,34,89
4,12,0.5204815377897405,0.9851837489243306,0.9726729098574591,0.9571566945064826,0.8888888888888888,0.9878048780487805,33,91
4,13,0.5175233023597839,0.9820810420749696,0.9692611179520326,0.9434953847493974,0.8333333333333334,0.9895470383275261,33,91
4,14,0.5369714515957427,0.9826308488874183,0.9670685253842286,0.9429008522180029,0.8333333333333334,0.9860627177700348,33,90
