fold,epoch,loss,f1_clean,f1_testlike,f1_testlike_reweighted,page_acc,line_acc,train_s,imgs_per_s
3,1,1.386895498379748,0.9667071086959437,0.9483542088277515,0.8958117967510032,0.7021276595744681,0.9790209790209791,33,91
3,2,0.5976739563840501,0.9683014291257067,0.9569708391409034,0.9199679003189706,0.7659574468085106,0.9807692307692307,33,91
3,3,0.5755634626492541,0.9777954593033439,0.9650512877443521,0.9341956038756445,0.8085106382978723,0.986013986013986,33,90
3,4,0.5503254230035112,0.9746587304024469,0.9680201934598147,0.9289024363073187,0.7872340425531915,0.9912587412587412,34,89
3,5,0.5327001080868092,0.9773728096359957,0.9677132374394931,0.9213736031934563,0.7446808510638298,0.9895104895104895,34,88
3,6,0.5187992881587211,0.9727395248396757,0.9650700917419012,0.9198598997500674,0.7446808510638298,0.9895104895104895,33,90
3,7,0.520963967956127,0.9784783605898802,0.9705770933593788,0.9340482227200751,0.7872340425531915,0.9895104895104895,33,90
3,8,0.5355671330335292,0.9784897487584007,0.9725163128124157,0.9388067643659378,0.8085106382978723,0.9877622377622378,34,89
3,9,0.5068047027638618,0.9784924335204481,0.9751331136257956,0.9357705729893239,0.7872340425531915,0.993006993006993,33,91
3,10,0.5236547930126495,0.9753751541110637,0.9698705316538364,0.9339523815278996,0.7872340425531915,0.986013986013986,34,90
3,11,0.5173487233671736,0.9784728523809941,0.9758692027916925,0.9362927928111405,0.7872340425531915,0.9912587412587412,33,90
3,12,0.5261978877985731,0.9781556449369145,0.9728181719352745,0.9295557708993055,0.7659574468085106,0.9912587412587412,34,89
3,13,0.5279856124456893,0.979879303382841,0.9726171741091035,0.9300046945785134,0.7659574468085106,0.9912587412587412,33,90
