image_id,label,split,colorfulness,bg_lum,bg_sat,ink_frac,midtone_frac,n_levels,sharp,noise,black_border,flat_gray_frac,dark_bg,otsu,fmt,w,h,ratio,bpp
tHpqlCor.png,lontara,train,0.0,252.0379180908203,0.0,0.13971354166666666,0.05944010416666667,256,0.6898128986358643,0.0,0.0,0.0,False,137,PNG,942,49,19.22448979591837,0.7262013085488973
B494gp8Z.png,jawa,train,0.0,223.5520477294922,0.0,0.34285376082251084,0.4139441287878788,256,1.4384791851043701,24.0,0.0,0.0,False,139,PNG,813,81,10.037037037037036,1.8160448271149376
rJZQjxc0.png,jawi,train,0.0,254.36318969726562,0.0,0.22427101200686106,0.04180960548885077,5,0.831853985786438,0.0,0.0,0.0,False,127,PNG,440,53,8.30188679245283,1.081989708404803
hO9fOUhw.png,sunda,train,0.0,254.6830596923828,0.0,0.185761957730812,0.03545606229143493,5,0.8451135754585266,0.0,0.0,0.0,False,127,PNG,124,58,2.1379310344827585,1.150166852057842
Q4K6YjCj.png,sunda,train,0.0,252.11366271972656,0.0,0.14252533783783783,0.06485782657657657,256,0.5918522477149963,0.0,0.0,0.0,False,138,PNG,791,76,10.407894736842104,0.7046377004458048
PbvtXzAF.png,lontara,train,0.0,252.39170837402344,0.0,0.11985085227272728,0.05119554924242424,256,0.670925498008728,0.0,0.0,0.0,False,136,PNG,944,54,17.48148148148148,0.6318267419962336
bvZgcoNn.png,jawi,train,0.0,250.46817016601562,0.0,0.25288795405982906,0.07281650641025642,256,0.5599114894866943,0.0,0.0,0.0,False,132,PNG,800,81,9.876543209876544,0.9555555555555556
vrNJOkCG.png,jawa,train,0.0,253.36514282226562,0.0,0.06868055555555555,0.037395833333333336,256,0.7249279618263245,0.0,0.0,0.0,False,141,PNG,968,94,10.297872340425531,0.4884825039563917
qzpRIEtV.png,jawa,train,0.0,249.9351348876953,0.0,0.2156346749226006,0.1613347093223254,22,1.1348406076431274,0.0,0.0,0.0,False,53,PNG,684,85,8.047058823529412,1.7545235638114896
305fGZ3w.png,jawi,train,0.0,254.6232452392578,0.0,0.20247410388255457,0.03234220135628586,5,0.7868037819862366,0.0,0.25,0.0,False,127,PNG,189,71,2.6619718309859155,0.9491020195245548
oV1rqiki.png,sunda,train,0.0,254.7422332763672,0.0,0.1386143818334735,0.03259041211101766,5,0.8472312688827515,0.0,0.0,0.0,False,127,PNG,328,58,5.655172413793103,0.8591253153910849
efsCVAXh.png,jawi,train,0.0,254.7433319091797,0.0,0.1015356897735072,0.025051475634866163,5,0.8857368230819702,0.0,0.0,0.0,False,127,PNG,376,62,6.064516129032258,0.693891557995882
SZlo4nAd.png,lontara,train,0.0,252.3899688720703,0.0,0.12811229674796748,0.05544969512195122,256,0.6865613460540771,0.0,0.0,0.0,False,137,PNG,940,50,18.8,0.6675744680851063
Odiwgs3f.png,jawi,train,0.0,251.09326171875,0.0,0.21019847972972974,0.0672508445945946,256,0.5812376141548157,0.0,0.0,0.0,False,133,PNG,784,76,10.31578947368421,0.8959452201933404
XnmCJESw.png,pegon,train,0.0,254.41690063476562,0.0,0.15735093635646122,0.04075482528521202,5,0.8868523240089417,0.0,0.0,0.0,False,127,PNG,181,154,1.175324675324675,1.1193226662839924
3YX19rhG.png,pegon,train,0.0,254.6826629638672,0.0,0.15942932459390138,0.029655884867483613,5,0.8043547868728638,0.0,0.0,0.0,False,127,PNG,638,88,7.25,0.8126246793958393
HRCr8t7l.png,pegon,train,0.0,254.5300750732422,0.0,0.14721556088462565,0.037503330668798296,5,0.9648388028144836,0.0,0.0,0.0,False,127,PNG,139,108,1.287037037037037,1.1569411137756462
jYTQSpdW.png,bali,train,0.0,251.0871124267578,0.0,0.13487413194444445,0.0900607638888889,256,0.851526141166687,0.0,0.0,0.0,False,145,PNG,1237,77,16.064935064935064,0.7939610914550284
7E48jzhq.png,lontara,train,0.0,252.47076416015625,0.0,0.13093507751937986,0.053082606589147284,256,0.6775862574577332,0.0,0.0,0.0,False,137,PNG,935,52,17.98076923076923,0.6408885232414644
TVGT0l15.png,lampung,train,0.0,253.4452362060547,0.0,0.17715617715617715,0.0775058275058275,97,0.7376253008842468,0.0,0.0,0.0,False,149,PNG,143,36,3.9722222222222223,2.5998445998446
brPaEeqP.png,lontara,train,0.0,251.8390350341797,0.0,0.13459967320261437,0.06175959967320262,256,0.661448061466217,0.0,0.0,0.0,False,137,PNG,776,52,14.923076923076923,0.8235527359238699
GmuReuLR.png,sunda,train,0.0,254.49375915527344,0.0,0.25814608081675494,0.0550546252564286,5,0.9290767312049866,0.0,0.0,0.0,False,127,PNG,153,137,1.1167883211678833,1.31673107199084
GsOT0T5x.png,lampung,train,0.0,254.6441650390625,0.0,0.08249429453617935,0.024164317358034634,5,1.0565205812454224,0.0,0.0,0.0,False,127,PNG,191,78,2.448717948717949,0.8129950328903208
5rjyLVjM.png,sunda,train,0.0,254.70578002929688,0.0,0.11688034188034188,0.03511396011396011,5,0.9223349690437317,0.0,0.0,0.0,False,127,PNG,216,65,3.3230769230769237,0.8672364672364672
zserujX8.jpg,bali,train,60.90802764892578,249.5797119140625,12.21539306640625,0.36349524980709874,0.34199279031635804,240,0.4630047678947449,0.0,0.0,0.0,False,154,JPEG,1280,720,1.7777777777777777,0.8081597222222222
ULOLP0Ie.png,sunda,train,0.0,254.59921264648438,0.0,0.1620019436345967,0.044800777453838675,5,0.9541501998901367,0.0,0.0,0.0,False,127,PNG,245,42,5.833333333333333,1.1140913508260446
tzoxINik.png,jawi,train,0.0,254.32630920410156,0.0,0.283824533454711,0.05049499317250797,5,0.7954302430152893,0.0,0.0,0.0,False,127,PNG,676,52,13.0,1.1929904415111516
SWmX6WTA.png,lontara,train,0.0,252.19631958007812,0.0,0.1328125,0.05768531976744186,256,0.6977947950363159,0.0,0.0,0.0,False,137,PNG,936,52,18.0,0.7049638395792241
UmCiBs0K.png,jawi,train,0.0,254.7276611328125,0.0,0.11737089201877934,0.028755868544600938,5,0.890230655670166,0.0,0.0,0.0,False,127,PNG,284,60,4.733333333333333,0.8004694835680751
