fold,epoch,loss,page_loss,f1_clean,f1_corrupt,page_acc,nonpage_acc_corrupt,train_s,imgs_per_s,lr_top
0,1,1.3062595452399963,1.4519968168302015,0.952796806427212,0.9493673373898526,0.7931034482758621,0.9627586206896551,44,69,4e-05
0,2,0.5192856369341942,0.5950592824003913,0.9763035034433079,0.9719070881276327,0.7586206896551724,0.983448275862069,43,71,3.919796087756705e-05
0,3,0.5029704875927022,0.5583938617597927,0.9765416918961733,0.969589079777145,0.7931034482758621,0.9793103448275862,43,70,3.685681995005739e-05
0,4,0.49894680213579473,0.5379759486426007,0.9766228336085366,0.972399046743142,0.7931034482758621,0.9820689655172414,43,70,3.316624253211665e-05
0,5,0.4871079819078775,0.4775008349256082,0.9844529360389709,0.9794371291728945,0.8620689655172413,0.9862068965517241,44,69,2.8425217257437355e-05
0,6,0.48321769782837404,0.46378103440458124,0.9854273157659537,0.9821451320893086,0.8620689655172413,0.9889655172413793,43,70,2.3017833797811048e-05
0,7,0.481980576992352,0.44434973936189304,0.98555390336216,0.9816567843643067,0.8620689655172413,0.9889655172413793,43,69,1.7382166202188958e-05
0,8,0.4740223129616773,0.4354002062569965,0.9871525523470653,0.9838621300006675,0.896551724137931,0.9889655172413793,43,70,1.1974782742562651e-05
0,9,0.4683905854187113,0.4453366994857788,0.9871525523470653,0.9822636674394036,0.896551724137931,0.9875862068965517,43,69,7.233757467883358e-06
0,10,0.47524091799525503,0.44436209716580133,0.984387531670265,0.9810973180398344,0.8275862068965517,0.9889655172413793,43,70,3.54318004994261e-06
0,11,0.47504486028659854,0.44267913089557126,0.9861127682513768,0.9812158533899292,0.8620689655172413,0.9875862068965517,43,70,1.2020391224329545e-06
0,12,0.47016640154129646,0.443606474860148,0.984387531670265,0.9795001513022826,0.8275862068965517,0.9875862068965517,43,70,4.0000000000000003e-07
