bali,jawa,jawi,lampung,lontara,pegon,sunda,image_id
0.025312069182744583,0.018049702209464606,0.22603923896015615,0.026213457563347652,0.047782727674731545,0.03432098997720821,0.6222818144323472,WEajVawh.png
0.015489487871674918,0.012167805555115652,0.012983481631115085,0.9148949943427844,0.013857154915997488,0.018177253854772625,0.012429821828539921,qA1ZrD98.png
0.025071443034062425,0.021394300073234583,0.7726292564231233,0.02217261902603312,0.038191847514246584,0.036960536883527725,0.08357999704577215,G4lDbpor.png
0.029615211235843736,0.04945794435511736,0.7668279799891333,0.029018425781400355,0.04470094619309113,0.05836267855404155,0.022016813891372562,fDI0VO86.png
0.1621603000219083,0.11202570725165424,0.3196494335376996,0.11927145332235153,0.16196131649659803,0.04566764459777606,0.0792641447720122,J9SshuHf.png
0.016404458495615226,0.010542899721649002,0.01305093059996379,0.9147946623017138,0.016164179783449317,0.017169597448468254,0.011873271649140642,aZwZsKoj.png
0.017438449685620545,0.8967671460888672,0.01384408793478975,0.016816493270840078,0.017938957987198717,0.02178419523139956,0.015410669801284183,5sibrN1x.png
0.011903295172361179,0.009951329856613223,0.00845609311921451,0.010553739411857315,0.012213566343428035,0.9379727413725529,0.008949234723972695,OQTuij3P.png
0.9020028965282826,0.04129730344032774,0.00877555937926125,0.009674036056897133,0.012324536872515994,0.015359615608397183,0.01056605211431805,ItQogqk5.jpg
0.013094809757353049,0.009862197662075856,0.009711719048282583,0.01088113617581363,0.013630544357726057,0.9316029878665818,0.011216605132166988,ZqydnzgJ.png
0.014208157285337844,0.009137579050664858,0.010736000754362176,0.0149864255481644,0.9248567504185898,0.015566505095053551,0.010508581847827244,PVjGocDm.png
0.011956370329573836,0.007597361113827289,0.016300026670662052,0.010049779334296488,0.00931677694733556,0.9368500559555054,0.007929629648799442,VJtZBYhT.png
0.017687548655785448,0.9025579716611473,0.014077089035337994,0.013183503483236669,0.02174176773485193,0.018907366944299356,0.011844752485341229,0CSBXH8E.png
0.011986368036744985,0.009802677858789808,0.024353132301949493,0.015202772737703735,0.012653985012439048,0.9154981549120753,0.010502909140297553,Qs5gOQRU.png
0.9218835191280063,0.011119531097238105,0.010505637128353614,0.01355468904766988,0.014876840733903255,0.01750031270844528,0.010559470156383697,3pEwqbyv.png
0.016851362284463732,0.011778172089791834,0.013458670414283686,0.9137190081694178,0.013095514844692078,0.018697495047041865,0.012399777150309073,LYSJlPHg.jpg
0.017015459657644488,0.011784335232838646,0.013952590370734336,0.9070965142691296,0.015978172348018134,0.02201082790814965,0.012162100213485167,RuN8j9dn.png
0.07678154584628394,0.04489320410683686,0.6658547387499981,0.03642365378264115,0.08581635196585613,0.04111298007553965,0.04911752547284419,r0elQ0IA.jpg
0.014934940388363455,0.011509629425481479,0.014568388733126148,0.9061916440801923,0.012451816449339959,0.02078037796705047,0.019563202956446084,2vGITeza.png
0.017480617251982692,0.014043411808653978,0.014074385877399986,0.015631989719193717,0.01990894900060422,0.01893166168101841,0.899928984661147,8cP0TG9G.png
0.01562929648502327,0.010450183227930893,0.012363098389250158,0.9171193473932038,0.014548101211698855,0.016944365987678033,0.01294560730521504,j6anMMkb.png
0.026469723002129814,0.020852774414595036,0.8079797162094481,0.03523052097607088,0.035239148950734746,0.050275152211664766,0.023952964235356776,KTQSUrrc.jpg
0.02098790241472783,0.015148525162373402,0.8841562456391197,0.017512055651716596,0.020752161813575982,0.025365745465042076,0.016077363853444403,m5VeP6bO.png
0.012414634842383594,0.00979441303796213,0.008588636813614143,0.012414845428930406,0.01406510974944498,0.9334240673352149,0.009298292792449874,SnCZ4PQw.png
0.016847597418782757,0.016524087909450175,0.8592782816448672,0.017502010728351204,0.03675152316946097,0.03565178452860427,0.017444714600483444,wBQ3yw10.png
0.8964734084852959,0.03590863358840647,0.00672033984811319,0.017691268828934174,0.011684416613861208,0.016720439981559615,0.01480149265382939,AdpKUfiD.png
0.9262918901036405,0.010017467515896408,0.010870520884029,0.013010332453167179,0.012335955381698406,0.016420297321390626,0.011053536340178074,KEu2kTL0.jpg
0.018290126698715777,0.012726823350379737,0.01293954206607779,0.016265551057573623,0.01784024230741606,0.01968912255341341,0.9022485919664236,vDh3sqrP.png
0.02832046549465016,0.015288467009131671,0.37121402087926103,0.0158591704251956,0.017875787785222856,0.5300706977896819,0.021371390616856837,vlFWLeRt.jpg
0.012393538267252724,0.00951842832620233,0.009218375828160302,0.011994012494610962,0.011947580270880881,0.9366001177683678,0.008327947044525042,i3o0uiBI.png
0.02782905502703632,0.08534862383748672,0.026185793079197727,0.017633322633733045,0.04105996110824385,0.02392744984460899,0.7780157944696934,GzY7jkaJ.png
0.022234487062015237,0.0254400642207937,0.027354375416988437,0.3368962967730186,0.49549733568974774,0.037634291453109,0.054943149384327386,G3QE12Wa.png
0.01205468148537575,0.00822329202333558,0.015075184234100003,0.013108861004346963,0.010492140782228678,0.926611934977404,0.014433905493208953,OejnTLcZ.png
0.0235331432473972,0.8923347512604243,0.013912056855463342,0.018886357732972398,0.018869347920058274,0.020491958623060896,0.011972384360623627,XSED2XWK.jpg
0.01755819550444405,0.01418296845315401,0.01215805396538191,0.01498101367437014,0.01588105298317117,0.020863094476152658,0.9043756209433262,inXsqhEY.png
0.01717008210844405,0.8988409444942045,0.014173612451285966,0.018337121792677265,0.017386299039855398,0.020135172709689324,0.01395676740384356,ndpkiGAu.jpg
0.9243750025308625,0.015290587115697214,0.009735684829952055,0.012325471076643597,0.013257318787395514,0.01589441116224963,0.009121524497199492,bJbum0jm.png
0.01369812566196556,0.00966760362217526,0.01270485871696685,0.9162397687393653,0.011940727114515565,0.016454159650368744,0.019294756494642552,vhJKwyt6.png
0.11979452752475102,0.18708931684952634,0.21409649012395676,0.10142092931834572,0.11849126887182297,0.11515642170394629,0.14395104560765087,HC8195r5.jpg
0.013066402225319854,0.0097867849301275,0.008251454166680387,0.010809481626104085,0.012427138415740367,0.934870587635307,0.01078815100072085,FsRveb1q.png
0.0190884016104683,0.015221378652399531,0.017869996860185068,0.014288069259790901,0.0238135845482358,0.018028112303945704,0.8916904567649746,I9EOqAYR.png
0.019541664578948202,0.8937277238894961,0.014413137501857753,0.020040498230678237,0.017819043104718435,0.02151158282766266,0.012946349866638628,1ylSINFk.png
0.01892101072410672,0.012790791913301944,0.013942492583478964,0.011511711051585572,0.014884559288651854,0.018983879161564417,0.9089655552773106,os7DW2YN.png
0.013257715892656136,0.00949269184090428,0.008564054758037062,0.0104983788351425,0.013378269221539313,0.9348176445481025,0.009991244903618232,lYmPrQa7.png
0.01874262749149612,0.012001542203868953,0.013015083187273232,0.9102529994766593,0.0156212476592071,0.018995638778562408,0.011370861202932656,DouTwCmZ.jpg
0.012023849435943153,0.01136747763714497,0.008453879003779108,0.010795946964521092,0.013223924490336431,0.923907381713097,0.020227540755178144,JM5Rlwfw.png
0.019888472893547247,0.01754344195955899,0.8869908994796829,0.01717300790811188,0.017494517421262644,0.026211310904816397,0.014698349433019994,4ONNN3sr.png
0.015365685202971649,0.900308044812847,0.012987205392539442,0.015164564845777712,0.020364436704455827,0.018317003741421006,0.017493059299987408,26WUdDnL.jpg
0.017157813116517765,0.01242680943040728,0.012204762241012265,0.9157571468693687,0.012815607395600259,0.019320350410898322,0.010317510536195338,sXLZOJSp.jpg
0.02121696561958004,0.021206831130919347,0.030774961853956555,0.06483852507066161,0.7744930367070808,0.028588097714833727,0.05888158190296805,TdLGEb6y.png
0.015066092584086477,0.011023772625438882,0.01039924759901272,0.013656856905937997,0.9217031560232251,0.016569384152963502,0.011581490109335322,eJBz6Ijo.png
0.016052913902105635,0.01778901267093998,0.014876712262578523,0.02057870887663542,0.020088298279319426,0.020504243695702373,0.8901101103127186,QfVxUOA8.png
0.021687583051012243,0.015754994351646734,0.8874644463496908,0.016752661668837727,0.01951804864567798,0.025756789391599248,0.013065476541535273,xKDQ2khc.png
0.018728381197207867,0.015399287977265672,0.8844087121070476,0.017776866143306296,0.018098456533034112,0.030055284300279504,0.015533011741858834,J0DSglN2.png
0.012207458290141906,0.009994007566028681,0.007704616517292195,0.010745495387746903,0.011703417698676197,0.9373897601953025,0.010255244344811579,S9OQQwUs.png
0.012870256509900174,0.009863337929051436,0.012347356919494455,0.9202945156500084,0.01875171757642303,0.016123736343483942,0.009749079071638614,Y3FTOh22.png
0.017886150925452,0.014740718482312518,0.8897175601638871,0.019244689355129116,0.01772408005491503,0.026059684198407252,0.01462711681989689,U8zdIIUJ.png
0.018156671924852145,0.013628888223252677,0.1973572186695598,0.015129372255099624,0.018014712585662694,0.7249999519865606,0.012713184355012345,MXzGfFQm.jpg
0.019564394078034775,0.015833946526449715,0.8754439579520268,0.017639705232594782,0.017160792147661315,0.03903188563356429,0.015325318429668344,TWwOlCLX.webp
0.016966873084975822,0.016945945003698313,0.8903996559042978,0.016010840034667774,0.014365530489424285,0.02900176819340462,0.016309387289531414,aYPxmfJH.png
0.024882371770554114,0.025385675600995167,0.040118258937482935,0.14234339108428035,0.6913120749533607,0.051863185129241304,0.024095042524085432,Z7BTkpZi.png
0.019069855842141863,0.015601060412848169,0.8897774089571481,0.017263116224587715,0.017760840400779236,0.026560350215778867,0.013967367946715936,3ZJwNBAE.png
0.018148100371949687,0.8945874890220564,0.015236351728201297,0.017719702486526722,0.018219969932867435,0.02169554952399632,0.014392836934402117,VjUX1UMA.jpg
0.014153312294753417,0.011973658006029644,0.010170813854553915,0.012661874879800796,0.9255796950396533,0.015205871426700091,0.0102547744985088,Pe5YLNR7.png
0.01761070778615849,0.011179146393382477,0.6805341325388181,0.01554100971192136,0.024369453051392202,0.23942351038333426,0.011342040134993103,yDpRmpun.jpg
0.018183797561663263,0.012945082941936381,0.01252596149722803,0.015512830921519052,0.01699456844883523,0.01985149070527566,0.9039862679235423,7WFSRZdK.png
0.9287792442147577,0.012337263742027085,0.009545458309297301,0.012301669549889324,0.013413072115059266,0.013692045515839555,0.009931246553129842,ih56UWvz.jpg
0.018251540634228118,0.013247323826280823,0.013341678732262696,0.016917371449351674,0.017484070850550235,0.02081906595065919,0.8999389485566673,SkISLMsf.png
0.014113359839491113,0.010928115989509601,0.009955166539047215,0.012253748425444017,0.9255030632754065,0.016180480798662505,0.011066065132438997,na92LGMz.png
0.01632129455816706,0.01202677506416906,0.013044528431829,0.9128990027914021,0.013869749049690428,0.018876808194046087,0.01296184191069627,1ZVk0eST.png
0.01606735143846896,0.011148068877473221,0.012218879888034995,0.9123465408431768,0.01565311030540287,0.017637424437894345,0.014928624209548925,gdOOKVnw.png
0.015084818166835967,0.010766430118382672,0.010925343085624345,0.012194477107369154,0.9244788896842533,0.01583500005472839,0.01071504178280613,ehzSl5Ig.png
0.013465260215026503,0.009204394907047386,0.012988981256033798,0.0103089068411003,0.012131660577212008,0.9314567878659611,0.010444008337618783,fWSSeXCX.webp
0.015792010059107527,0.011878600067766197,0.570158643721783,0.279270985448001,0.05407422492294606,0.04161285172610407,0.027212684054292103,zNfsepUJ.png
