bali,jawa,jawi,lampung,lontara,pegon,sunda,image_id
0.03633508762827794,0.02288747188449822,0.19298209735169541,0.02900318714958246,0.06202221528779141,0.03458592790071978,0.6221840127974347,WEajVawh.png
0.015394913940116842,0.012257681295675445,0.011833781711730777,0.9153608268586172,0.013984075805670283,0.018657141609922004,0.012511578778267644,qA1ZrD98.png
0.025540339072813962,0.02231461739892127,0.8199791362712776,0.02003900613508979,0.03271744962837499,0.04018134840921976,0.03922810308430247,G4lDbpor.png
0.029615211235843736,0.04945794435511736,0.7668279799891333,0.029018425781400355,0.04470094619309113,0.05836267855404155,0.022016813891372562,fDI0VO86.png
0.1621603000219083,0.11202570725165424,0.3196494335376996,0.11927145332235153,0.16196131649659803,0.04566764459777606,0.0792641447720122,J9SshuHf.png
0.015532887629868004,0.011026574257565435,0.012193273257849632,0.9172951642503714,0.01453400423293318,0.016841959726161124,0.012576136645251219,aZwZsKoj.png
0.01682020284157639,0.8992350353371448,0.013223344468087322,0.016619550243660967,0.017701030752482215,0.02114600160113864,0.01525483475590963,5sibrN1x.png
0.012414596004202853,0.009937174773825611,0.008190819181131723,0.009880776383588868,0.012608211200015243,0.938075703617726,0.008892718839509803,OQTuij3P.png
0.9211649991806243,0.021469926695865692,0.00850623347073889,0.010144551177133542,0.011950304914981565,0.015245707889654564,0.011518276671001384,ItQogqk5.jpg
0.012724192878238696,0.009414084055420954,0.009095408536217455,0.010428489475892436,0.012984375556735636,0.9344215147183794,0.01093193477911558,ZqydnzgJ.png
0.013919966295685832,0.00948922638401433,0.00984932480174948,0.01630458100164816,0.925140526017547,0.015854348020691293,0.009442027478663885,PVjGocDm.png
0.011956370329573836,0.007597361113827289,0.016300026670662052,0.010049779334296488,0.00931677694733556,0.9368500559555054,0.007929629648799442,VJtZBYhT.png
0.01719184270856975,0.9056802811994015,0.012916865988155588,0.013627733680690899,0.019225435817073963,0.019666591678655237,0.01169124892745314,0CSBXH8E.png
0.01148540948367535,0.009103076293599804,0.009756365613092951,0.012346419784468429,0.012768736800485236,0.9350670599875961,0.009472932037082157,Qs5gOQRU.png
0.9235408859302054,0.010549090721491034,0.010001734052982509,0.013094284417055787,0.015165100908633974,0.017164759050931552,0.010484144918699798,3pEwqbyv.png
0.01698103162100794,0.011545754363169784,0.013335600320329655,0.9142111548080001,0.012840880226714623,0.018640225940000248,0.012445352720777746,LYSJlPHg.jpg
0.016980166015465006,0.011772626236191665,0.01385411961310494,0.9082064786938615,0.015374867062112047,0.021257197171073623,0.012554545208191426,RuN8j9dn.png
0.08330795720764428,0.04371166163537825,0.6556759075347973,0.037643554135112375,0.0900573379198337,0.04158334733255586,0.048020234234678216,r0elQ0IA.jpg
0.016099751859222137,0.013543419645148696,0.014369666031185297,0.9004707398479731,0.0137871706258199,0.022570493975748052,0.019158758014902685,2vGITeza.png
0.017480617251982692,0.014043411808653978,0.014074385877399986,0.015631989719193717,0.01990894900060422,0.01893166168101841,0.899928984661147,8cP0TG9G.png
0.01569213517188204,0.011294920120842216,0.011757346411303245,0.9157690573126758,0.014653923870250728,0.016739103989535566,0.014093513123510449,j6anMMkb.png
0.028429681092660336,0.021034450376862412,0.7973300464485706,0.03800713395947601,0.03413784567544442,0.056907268866799796,0.02415357358018643,KTQSUrrc.jpg
0.01991746211556113,0.014991106797259415,0.8816333815549345,0.017755666157641962,0.023105852964772793,0.027603612685649304,0.014992917724180951,m5VeP6bO.png
0.013052358052775884,0.009798573758720546,0.008586776348570153,0.01205410993051873,0.013843447281763548,0.9329430744386986,0.009721660188952505,SnCZ4PQw.png
0.016502756463069385,0.014964622184320231,0.8822056775377938,0.015898093183558667,0.02450204544827434,0.02948940421202873,0.016437400970954797,wBQ3yw10.png
0.919736037801585,0.013189487860081178,0.007201577593196224,0.01757594073698645,0.012791699995189018,0.01598044620534656,0.01352480980761569,AdpKUfiD.png
0.9246366788276429,0.009940609581600899,0.010945558116076753,0.013386164303488182,0.012781724236229896,0.01687274385206817,0.011436521082893083,KEu2kTL0.jpg
0.01802204950178387,0.013049563343305547,0.013239607571251763,0.016101994279782532,0.018193685947600496,0.019849316354336084,0.9015437830019397,vDh3sqrP.png
0.03347520322539579,0.015621287350724461,0.3660107039766599,0.015657148029427987,0.020397464652615237,0.5249918227847357,0.023846369980440863,vlFWLeRt.jpg
0.013276480450877592,0.010228617067420802,0.008825009044613683,0.01266801473876578,0.013340838646411321,0.9328328447949616,0.008828195256949172,i3o0uiBI.png
0.02782905502703632,0.08534862383748672,0.026185793079197727,0.017633322633733045,0.04105996110824385,0.02392744984460899,0.7780157944696934,GzY7jkaJ.png
0.027864496147731628,0.03216746021262949,0.032726542615943544,0.43804224700601935,0.3602375147906794,0.035539692501692886,0.07342204672530364,G3QE12Wa.png
0.012283324713064007,0.008235649063485794,0.015241117968199162,0.013611378878288649,0.010915057364675549,0.9248607539673953,0.014852718044891406,OejnTLcZ.png
0.025259098639434614,0.8906107436682349,0.014346995210850816,0.01866656910161109,0.019228232049841306,0.020074948981487754,0.011813412348539557,XSED2XWK.jpg
0.017727997815581605,0.014389098082364188,0.012141395393660503,0.014892939585757506,0.016733645027671596,0.021394030580239948,0.9027208935147246,inXsqhEY.png
0.018074648937773052,0.8984170704694877,0.014453040954572487,0.018714310744230245,0.017335140477017147,0.019727319380216834,0.013278469036702453,ndpkiGAu.jpg
0.9222212526823294,0.013662813578146244,0.009888688381614138,0.012980212735828112,0.014276918706852585,0.016653879284584096,0.010316234630645696,bJbum0jm.png
0.014508285555378597,0.010965826423179085,0.011533276675120245,0.911543688848008,0.01222152818056162,0.017612524561855376,0.02161486975589697,vhJKwyt6.png
0.12684537745019658,0.1774628229118615,0.20679458496002795,0.10675760100654401,0.12537404678041963,0.11127388558376823,0.1454916813071821,HC8195r5.jpg
0.01336958068343944,0.010092764444828954,0.007893172738064082,0.01118221637117454,0.012630545572538746,0.9342260613481406,0.010605658841813637,FsRveb1q.png
0.021890146570275028,0.015971723405765675,0.023902379268431855,0.01686003643711003,0.02652329978902193,0.020454419668746632,0.8743979948606488,I9EOqAYR.png
0.019653060648189145,0.8946045054867791,0.014231664141892423,0.02008604380214411,0.018129971606070425,0.020613869529616885,0.012680884785308108,1ylSINFk.png
0.020566378578001664,0.012646822849604545,0.01594692261721148,0.0132464370107786,0.017102967757406416,0.01934940445449676,0.9011410667325006,os7DW2YN.png
0.013888655565451546,0.00977027802308497,0.008378039183307168,0.010749919668335306,0.013686616235144954,0.9331284881578329,0.010398003166843221,lYmPrQa7.png
0.018621638332912284,0.011916910845381186,0.01268818979528801,0.9107784357015903,0.01546267356670393,0.01933220774621942,0.011199944011904822,DouTwCmZ.jpg
0.013206577595421843,0.010816057338604886,0.00835149012922853,0.012664695088239895,0.016692500621906938,0.9172502911692628,0.02101838805733511,JM5Rlwfw.png
0.02030903596455973,0.017919393211486334,0.882948710720515,0.016904666466387643,0.01838408195848258,0.02851201676139532,0.015022094917173486,4ONNN3sr.png
0.01544433506408564,0.9004832143606978,0.012730268810674347,0.015495213294036617,0.019812044092000932,0.018662300850322486,0.017372623528182158,26WUdDnL.jpg
0.017157813116517765,0.01242680943040728,0.012204762241012265,0.9157571468693687,0.012815607395600259,0.019320350410898322,0.010317510536195338,sXLZOJSp.jpg
0.02121696561958004,0.021206831130919347,0.030774961853956555,0.06483852507066161,0.7744930367070808,0.028588097714833727,0.05888158190296805,TdLGEb6y.png
0.015043867984393314,0.011278969105466644,0.010323324996948305,0.013772339600618359,0.9213243487668386,0.016662252822571454,0.011594896723163387,eJBz6Ijo.png
0.01642296396765064,0.01550058186985991,0.014802301448127622,0.022797583532944816,0.01989553550288525,0.020213509331424885,0.8903675243471069,QfVxUOA8.png
0.019754013428735007,0.015752639628617244,0.8889143889153714,0.01589934128730967,0.02125369832986387,0.02607046734350859,0.012355451066594272,xKDQ2khc.png
0.0185893613715087,0.01525759505580783,0.8844962117172356,0.017852113559022397,0.01860572236688525,0.030160566296493895,0.015038429633046285,J0DSglN2.png
0.012930146554529703,0.010404923187360896,0.008112195986626622,0.011407903471084646,0.012314103472562503,0.9342184912095908,0.010612236118244973,S9OQQwUs.png
0.013280493843881145,0.011373797900338958,0.011637912775388806,0.9195684667128491,0.017515490077083862,0.015746577923583478,0.010877260766874624,Y3FTOh22.png
0.018356430726645858,0.015214386387746632,0.8876115543326559,0.018739044686907853,0.017634799927114538,0.02771439085997668,0.014729393078952551,U8zdIIUJ.png
0.015388295094023164,0.01047492369356921,0.08502120413720407,0.012512408870503863,0.015724788480048484,0.8494556618871725,0.01142271783747871,MXzGfFQm.jpg
0.019802424687128097,0.016037114600129382,0.8320296757293999,0.019417949684131686,0.018333486975400208,0.07925722223066443,0.015122126093146279,TWwOlCLX.webp
0.01767559362167684,0.016778550415125208,0.8943245332301816,0.014891784410198802,0.016632854655435177,0.0258208678762731,0.0138758157911092,aYPxmfJH.png
0.024882371770554114,0.025385675600995167,0.040118258937482935,0.14234339108428035,0.6913120749533607,0.051863185129241304,0.024095042524085432,Z7BTkpZi.png
0.019069855842141863,0.015601060412848169,0.8897774089571481,0.017263116224587715,0.017760840400779236,0.026560350215778867,0.013967367946715936,3ZJwNBAE.png
0.01789069575764097,0.8946993542691025,0.015715516568964215,0.017544840774556272,0.01797848655811901,0.021753379801903894,0.014417726269713044,VjUX1UMA.jpg
0.014485195699628455,0.012431872909279666,0.010198927098079272,0.012561304257263806,0.9234505267999931,0.016520865399591078,0.010351307836164758,Pe5YLNR7.png
0.019354460709726323,0.012460539784509532,0.66139961527772,0.016928824649077693,0.03558817187716247,0.2421118885989631,0.012156499102840975,yDpRmpun.jpg
0.018469471599186903,0.013257205260175386,0.013103300462977299,0.015624017709997879,0.017415148855527158,0.020098563352439397,0.9020322927596961,7WFSRZdK.png
0.9263667759239607,0.011448481610459606,0.009678594905055179,0.012770835948714246,0.01407529322041827,0.014806506733477784,0.01085351165791432,ih56UWvz.jpg
0.018180604039812507,0.01399174855398543,0.013592444748935718,0.016361957555891544,0.0179974420981041,0.020795593308890487,0.8990802096943803,SkISLMsf.png
0.014113359839491113,0.010928115989509601,0.009955166539047215,0.012253748425444017,0.9255030632754065,0.016180480798662505,0.011066065132438997,na92LGMz.png
0.016253458235289817,0.01203362217116848,0.011996740304464912,0.9131581669528008,0.014352271582753404,0.019260808707522812,0.012944932045999651,1ZVk0eST.png
0.015285959343189765,0.011547255833909024,0.011350194024526427,0.9132582367854962,0.01576082499428661,0.01756520137807454,0.015232327640517507,gdOOKVnw.png
0.015070717897062682,0.010953620320583383,0.011257353635415307,0.01235619029064266,0.9235208072615155,0.01596910299802869,0.010872207596751789,ehzSl5Ig.png
0.01318586435071063,0.008409120575586527,0.013093505297558667,0.010099038771669976,0.011458533985645687,0.9336857867515655,0.010068150267263026,fWSSeXCX.webp
0.01773409373717128,0.01767182488181858,0.4902902675073536,0.33283586095940565,0.06285137018247819,0.039819603730362474,0.038796979001410214,zNfsepUJ.png
0.012907728021747732,0.010077732315172916,0.008060134149212196,0.01172336165659807,0.011870221123192486,0.9360913475981241,0.009269475135952556,fkJRTTfO.png
0.017829430806330464,0.014800286695461948,0.011940701147547531,0.015448813419822918,0.021242480077157587,0.02048508290320251,0.8982532049504771,pgSyyi4V.png
0.07791927838243762,0.060522749702087375,0.050654762138169565,0.03755928799674178,0.0559542921778895,0.23841898800234146,0.47897064160033265,YZumQKNy.jpg
0.016794363292209562,0.019074387271523906,0.014444514480520934,0.853411282707339,0.06763034055013636,0.017152964936414865,0.011492146761855226,WiADA2MM.png
0.014912085182845189,0.011378939027045733,0.011354021067035503,0.9164520768834074,0.015005043500573611,0.017593299282997552,0.01330453505609499,OZQEsgPy.png
0.011932432564678117,0.009813223022688207,0.010753241080196936,0.020726953886078592,0.9189889854856788,0.015023241397405596,0.012761922563273794,HLdt1ZzI.png
0.722953065282051,0.1701933377598885,0.019694190107019942,0.02352897328198473,0.02672315156618203,0.025233834928679595,0.011673447074194165,9JSbMpTZ.jpg
0.012926166710393299,0.010231752967802972,0.7072874423271613,0.012768698033501164,0.015553560320640763,0.23075296290225103,0.010479416738249427,dzq5cujj.jpg
0.018681234201536567,0.013482050508990331,0.8846822615838826,0.016345899706826962,0.028284969393381924,0.02398569418866189,0.01453789041671979,OsqMdOFN.png
0.019096043111411033,0.013591628941488123,0.01255351205235084,0.019196046625043296,0.020118818441944138,0.02146336236935718,0.8939805884584053,HgwXDSUQ.png
0.01839205117985737,0.014741614040048836,0.888120939212361,0.018735279465124887,0.017640092456894813,0.027580434690386096,0.014789588955327074,pTQL9HRj.png
0.015282515458660429,0.012597732919912449,0.011282192338072485,0.913475553949735,0.016486570584920174,0.018369832753452817,0.012505601995246824,3nLgwaxm.png
0.016590763404931385,0.9033556439528457,0.01242268768862149,0.016760979489847165,0.0165638226272072,0.02020844371929354,0.014097659117253459,TXqX2mWJ.png
0.013121003464939388,0.00957445271318218,0.009659449941147077,0.018680315199536283,0.8942406920804983,0.04534816319401415,0.009375923406682692,q0xsg3Dy.jpg
0.9103574104017431,0.018345788836645553,0.009932822372831034,0.012542055157359306,0.017024511878028364,0.015902308555015857,0.015895102798376765,F9izBJpz.png
0.016967433209556397,0.015628650330501117,0.015473923454114335,0.017769176263055242,0.01944875233114175,0.019740003216755005,0.8949720611948762,t82u4xu2.png
0.023149393051182646,0.02102941445692692,0.10522261040077067,0.023044268622358727,0.025579197713283174,0.7843781579492919,0.017596957806186076,jg4VFZds.jpg
0.07605216050939578,0.8076595563286123,0.013988482412103324,0.041882485074062,0.0377523639539438,0.01494544043530859,0.007719511286574228,lUuephPg.jpg
