image_id,ctype,silver,sim,twin,v1,v2,v3,h,w,content_h_frac,bar_rows,bar_noisy,streak_frac,ink_frac_pp,pp_aspect,colourful,sharp,v2_ok
qA1ZrD98.png,line,lampung,0.861624,xRVYH2Wt.png,lampung,lampung,lampung,47,148,1.0,0.0,0.0,0.5945945945945946,0.1437607820586544,3.148936170212766,0.0,4.2202372550964355,True
G4lDbpor.png,line,jawi,0.9374988,pXiAetoy.png,jawi,jawi,jawi,70,407,0.5571428571428572,0.0,0.0,0.8427518427518428,0.16553369111508645,9.069767441860465,0.0,6.272993087768555,True
OQTuij3P.png,block,pegon,0.7764405,3YQhv7gK.png,pegon,pegon,pegon,138,160,1.0,0.0,0.0,0.18125,0.19479166666666667,1.1594202898550725,6.516757011413574,2.9491705894470215,True
VJtZBYhT.png,line,jawi,0.79129994,ErsHzyfq.png,pegon,pegon,pegon,102,392,1.0,0.0,0.0,0.02040816326530612,0.3461065888496391,3.7549019607843137,17.39520835876465,1.2285841703414917,False
m5VeP6bO.png,line,jawi,0.915341,0HGBgMZi.png,jawi,jawi,jawi,63,357,1.0,0.0,0.0,0.7591036414565826,0.16225749559082892,5.428571428571429,0.0,5.832296848297119,True
SnCZ4PQw.png,block,pegon,0.81696993,3mcFdk7G.png,pegon,pegon,pegon,146,170,1.0,0.0,0.0,0.0058823529411764705,0.1732070910556003,1.1643835616438356,30.995084762573242,1.3862969875335693,True
vDh3sqrP.png,line,sunda,0.8732388,1u2I4e7K.png,sunda,sunda,sunda,43,798,0.813953488372093,0.0,0.0,0.5288220551378446,0.20194741966893864,20.256410256410255,0.0,5.659972667694092,True
i3o0uiBI.png,block,pegon,0.8152083,3YQhv7gK.png,pegon,pegon,pegon,143,168,1.0,0.0,0.0,0.19047619047619047,0.20096570096570096,1.1748251748251748,47.52081298828125,1.0860718488693237,True
inXsqhEY.png,block,sunda,0.90122163,S2FxkwQy.png,sunda,sunda,sunda,55,82,0.9090909090909091,0.0,0.0,0.32926829268292684,0.3101945003353454,1.6904761904761905,0.0,5.196221828460693,True
FsRveb1q.png,block,pegon,0.9277303,QFDYs1zj.png,pegon,pegon,pegon,141,150,1.0,0.0,0.0,0.22,0.18189125295508274,1.0638297872340425,0.0,5.61211633682251,True
lYmPrQa7.png,block,pegon,0.92959046,F2izSnYq.png,pegon,pegon,pegon,138,143,1.0,0.0,0.0,0.3146853146853147,0.17021384412688761,1.036231884057971,0.0,5.638771057128906,True
JM5Rlwfw.png,block,pegon,0.79113823,3YQhv7gK.png,pegon,pegon,pegon,124,134,1.0,0.0,0.0,0.0,0.2811747713047665,1.0806451612903225,29.018295288085938,1.7047494649887085,True
sXLZOJSp.jpg,block,jawa,0.80496,crv2qL3d.jpg,lampung,lampung,lampung,243,300,1.0,0.07407407407407407,0.06584362139917696,0.0,0.18923182441700961,1.2345679012345678,45.799354553222656,4.073277950286865,False
xKDQ2khc.png,glyph,jawi,0.791735,TxG9PdgC.png,jawi,jawi,jawi,55,76,0.9818181818181818,0.0,0.0,0.5263157894736842,0.23608391608391607,1.1818181818181819,8.659808158874512,1.6731985807418823,True
S9OQQwUs.png,block,pegon,0.9163308,4da6zWMs.png,pegon,pegon,pegon,121,134,1.0,0.0,0.0,0.2835820895522388,0.19464660170223264,1.1074380165289257,0.0,5.437971591949463,True
aYPxmfJH.png,block,pegon,0.7510679,3YQhv7gK.png,jawi,jawi,jawi,79,116,0.9873417721518988,0.0,0.0,0.0,0.2539284155390659,1.4683544303797469,34.92557907104492,3.2114357948303223,False
Pe5YLNR7.png,line,jawa,0.75080407,TAAqV9K9.png,lontara,lontara,lontara,76,865,1.0,0.0,0.0,0.5664739884393064,0.1252918417717297,10.381578947368421,0.4005628228187561,1.276893973350525,False
7WFSRZdK.png,line,sunda,0.93420684,7i8PG9Ub.png,sunda,sunda,sunda,43,214,0.7906976744186046,0.0,0.0,0.5654205607476636,0.2168856048166393,5.638888888888889,0.0,5.769423484802246,True
SkISLMsf.png,line,sunda,0.8907943,KqoNgEEr.png,sunda,sunda,sunda,46,104,0.717391304347826,0.0,0.0,0.7596153846153846,0.22724586288416077,2.611111111111111,0.0,5.881102085113525,True
na92LGMz.png,line,lontara,0.832106,ksDh5N1j.png,lontara,lontara,lontara,56,970,0.7678571428571429,0.0,0.0,0.465979381443299,0.10327083333333334,19.2,0.0,7.081362247467041,True
1ZVk0eST.png,line,lampung,0.87887275,YG6yAvc0.png,lampung,lampung,lampung,36,135,0.9166666666666666,0.0,0.0,0.7851851851851852,0.18545127974854064,3.8529411764705883,0.0,3.8264174461364746,True
fkJRTTfO.png,line,pegon,0.9653076,Btbg3dEE.png,pegon,pegon,pegon,85,820,1.0,0.0,0.0,0.4573170731707317,0.20662759568772157,9.564705882352941,0.0,5.203490257263184,True
OZQEsgPy.png,line,lampung,0.8563286,rbX8udzi.png,lampung,lampung,lampung,31,89,0.7419354838709677,0.0,0.0,0.6179775280898876,0.17906976744186046,3.44,0.0,4.936944007873535,True
jg4VFZds.jpg,block,pegon,0.8377694,14vVVl4E.png,pegon,pegon,pegon,238,300,0.9705882352941176,0.0,0.0,0.0,0.1038235294117647,1.2605042016806722,52.062171936035156,3.572047233581543,True
CnBToLjM.png,line,jawa,0.7605879,52JFCtsx.png,lontara,lontara,lontara,51,941,1.0,0.0,0.0,0.36238044633368754,0.18238239501809309,18.274509803921568,0.9088578820228577,1.0467785596847534,False
uNqqe0I4.png,line,sunda,0.77100253,CMhKnPqc.png,sunda,sunda,sunda,68,689,0.8088235294117647,0.0,0.0,0.602322206095791,0.19617486338797815,10.819672131147541,7.952403545379639,3.834033966064453,True
WBPdHXL5.png,line,jawa,0.7824302,y7L2loRm.png,jawa,jawa,jawa,65,573,1.0,0.0,0.0,0.06108202443280977,0.2835203460862512,8.753846153846155,2.170841693878174,1.1851519346237183,True
AvWpUyyu.png,block,pegon,0.8917122,yKdVboEu.png,pegon,pegon,pegon,110,119,1.0,0.0,0.0,0.6218487394957983,0.1523300229182582,1.0818181818181818,0.0,5.8610029220581055,True
ScnmEXLU.png,line,lontara,0.814626,NUd1UDvM.png,lontara,lontara,lontara,51,895,1.0,0.0,0.0,0.5832402234636872,0.10235199849170437,16.313725490196077,0.0,7.137624263763428,True
xUGmT8fC.png,line,jawa,0.7839594,19bwMYLN.png,sunda,sunda,sunda,46,800,0.8913043478260869,0.0,0.0,0.0,0.36470758540822235,17.84090909090909,9.243695259094238,2.855832576751709,False
C6hR7VXO.png,line,lontara,0.90709305,xkUMcjKo.png,lontara,lontara,lontara,51,868,0.6274509803921569,0.0,0.0,0.6025345622119815,0.1722514619883041,21.375,0.0,1.273155689239502,True
8I2L3o6S.png,line,jawa,0.8007648,1Kr2Pnpk.png,bali,bali,bali,59,1401,1.0,0.0,0.0,0.20556745182012848,0.14144223770406572,22.10169491525424,39.67736053466797,3.7003824710845947,False
Dpu9hYWa.png,line,jawi,0.7827221,aIifqU3i.png,jawi,jawi,jawi,76,804,1.0,0.0,0.0,0.060945273631840796,0.24416551246537396,10.0,9.972996711730957,1.406213641166687,True
xQjZVApr.png,block,pegon,0.8032192,3YQhv7gK.png,pegon,pegon,pegon,156,180,1.0,0.0,0.0,0.07777777777777778,0.2121082621082621,1.1538461538461537,17.901460647583008,1.0671988725662231,True
LvoCIxWk.png,line,sunda,0.9012292,8cEuXyGr.png,sunda,sunda,sunda,69,793,0.7536231884057971,0.0,0.0,0.5044136191677175,0.1796875,13.473684210526315,0.0,5.97381067276001,True
G53WDmJS.png,line,jawa,0.89376414,tl3IX4js.png,jawa,jawa,jawa,68,467,0.9852941176470589,0.0,0.0,0.7387580299785867,0.21746880570409982,6.794117647058823,0.0,4.91887903213501,True
KLS2GwTM.png,line,jawa,0.84233147,pGantmFT.png,jawa,jawa,jawa,45,402,1.0,0.0,0.0,0.007462686567164179,0.14057239057239057,8.8,2.490713119506836,3.6240453720092773,True
Pcz6TMby.png,block,pegon,0.7898092,3YQhv7gK.png,pegon,pegon,pegon,148,150,1.0,0.0,0.0,0.1,0.22666666666666666,1.0135135135135136,6.914234161376953,2.286975622177124,True
NtuvqiQ4.png,line,jawi,0.75577354,dBoBgDiR.png,jawi,jawi,jawi,66,449,1.0,0.0,0.0,0.07349665924276169,0.21703428846285988,6.681818181818182,32.363670349121094,1.7125459909439087,True
emcWShUR.png,line,jawa,0.870399,1rPuWUQc.png,jawa,jawa,jawa,67,902,1.0,0.0,0.0,0.012195121951219513,0.1604871305838918,12.73134328358209,0.0,2.418320655822754,True
svOhCBGO.png,line,sunda,0.84776556,DYeVyAyC.png,sunda,sunda,sunda,42,122,0.6190476190476191,0.0,0.0,0.45081967213114754,0.294313369630974,3.9310344827586206,0.0,5.521812915802002,True
uDeervHv.png,line,jawa,0.75106555,VutEMVio.png,lampung,lampung,lampung,56,947,1.0,0.17857142857142858,0.0,0.3706441393875396,0.19642857142857142,16.910714285714285,21.12748908996582,2.2942311763763428,False
ZjFyliaI.png,line,jawi,0.96450055,HaUlrvvF.png,jawi,jawi,jawi,96,798,1.0,0.0,0.0,0.5275689223057645,0.24488327051926298,8.291666666666666,0.0,4.819240570068359,True
zLGulVUF.png,line,jawi,0.84411514,1loLOIK0.png,pegon,pegon,pegon,88,891,1.0,0.0,0.0,0.19304152637485972,0.21243469174503657,10.114942528735632,4.866977691650391,1.9744709730148315,False
24T5SZRZ.png,line,jawa,0.9168176,3SpdonBg.png,jawa,jawa,jawa,76,1007,0.868421052631579,0.0,0.0,0.8818272095332671,0.13305633802816902,14.084507042253522,0.0,5.303364276885986,True
Osd5jaCP.png,glyph,jawi,0.77307826,Zi9CGwaW.png,jawi,jawi,jawi,26,22,0.9615384615384616,0.0,0.0,0.0,0.41025641025641024,0.8076923076923077,28.096153259277344,1.3586419820785522,True
P8cAscCZ.png,block,lampung,0.87489116,gWgjb1jF.png,lampung,lampung,lampung,89,176,0.8876404494382022,0.0,0.0,0.7102272727272727,0.08984509466437177,1.6867469879518073,0.0,8.852437019348145,True
RQ3dXMka.png,block,sunda,0.92647994,cSRKI1Eo.png,sunda,sunda,sunda,58,104,0.7931034482758621,0.0,0.0,0.7211538461538461,0.25664251207729466,1.7037037037037037,0.0,5.277387619018555,True
RCAhhZd5.png,line,lontara,0.9126348,FPuPjmRC.png,lontara,lontara,lontara,47,929,0.7872340425531915,0.0,0.0,0.7147470398277718,0.1822390349716946,22.48780487804878,0.0,5.692728519439697,True
YUSbZwlL.png,block,pegon,0.8006672,IDpHW9DT.png,pegon,pegon,pegon,156,167,1.0,0.0,0.0,0.0,0.12471211423307231,1.0705128205128205,14.591279029846191,3.9371936321258545,True
etGskeZb.png,line,lampung,0.7953799,VK4f1P3r.png,lampung,lampung,lampung,50,108,0.96,0.02,0.02,0.17592592592592593,0.11388888888888889,2.16,0.0,3.5177762508392334,True
XHfBbGro.png,line,jawa,0.8007133,ZoYW5UTA.png,bali,bali,bali,67,1199,1.0,0.0,0.0,0.0,0.16412931173988274,17.895522388059703,37.45952606201172,2.6099538803100586,False
CnD6r3Nc.png,line,sunda,0.8414122,70l0mxku.png,sunda,sunda,sunda,50,704,0.7,0.0,0.0,0.640625,0.1985461338531514,19.0,0.0,6.24450159072876,True
A8vOjcCg.png,line,jawi,0.76347625,G0WG42Z7.png,pegon,pegon,pegon,86,338,0.9302325581395349,0.0,0.0,0.15384615384615385,0.312340735347652,4.085365853658536,29.458166122436523,0.3577498495578766,False
UNtkdcp9.png,line,jawi,0.937348,vt3NspUc.png,jawi,jawi,jawi,62,509,1.0,0.0,0.0,0.6797642436149313,0.19261848265247225,8.112903225806452,0.0,5.326265335083008,True
31eEtdGH.png,line,jawa,0.8627569,2iSupLdX.png,jawa,jawa,jawa,59,598,1.0,0.0,0.0,0.0,0.14148593645586538,9.457627118644067,37.96406173706055,3.4806766510009766,True
VoJ1Xg9b.png,block,jawa,0.7581234,Dv1PC14L.png,jawa,jawa,jawa,99,96,0.797979797979798,0.0,0.0,0.052083333333333336,0.20138288677614521,0.7303370786516854,0.7270622849464417,3.5909202098846436,True
ujjDXtsH.png,block,pegon,0.94365346,WswN2D8a.png,pegon,pegon,pegon,138,144,1.0,0.0,0.0,0.3402777777777778,0.2280595813204509,1.0434782608695652,0.0,5.03191614151001,True
FBTHN0rk.jpg,block,pegon,0.8207069,w2RraQPy.jpg,pegon,pegon,pegon,172,300,0.9534883720930233,0.0,0.0,0.0,0.1387015503875969,1.744186046511628,10.322945594787598,7.6360673904418945,True
bxQcDY0h.png,line,jawa,0.8091513,1J9z8EVF.png,jawa,jawa,jawa,64,457,0.984375,0.0,0.0,0.7330415754923414,0.1376953125,7.0,0.0,5.189013957977295,True
UZkcwMR2.png,block,pegon,0.8206825,3YQhv7gK.png,pegon,pegon,pegon,128,142,1.0,0.0,0.0,0.02112676056338028,0.20994718309859156,1.109375,10.21973991394043,1.4386588335037231,True
XNKeg34p.png,block,pegon,0.8258543,3YQhv7gK.png,pegon,pegon,pegon,120,139,1.0,0.0,0.0,0.4172661870503597,0.1394484412470024,1.1583333333333334,1.9402878284454346,3.987661838531494,True
