image_id,label,split,ctype,v2,conf,w,h,fmt,colourful,bg,dark_frac,sat,aspect,key
zserujX8.jpg,bali,train,page,,,1280,720,JPEG,40.16094970703125,248.0,0.32025146484375,40.55584716796875,1.7777777777777777,bali
Pr22tEu7.jpg,pegon,train,page,,,600,400,JPEG,39.5057373046875,76.66666412353516,0.70111083984375,39.767578125,1.5,pegon
AlMtohM9.jpg,jawi,train,page,,,1088,1316,JPEG,31.78631591796875,145.83334350585938,0.17303466796875,32.24102783203125,0.8267477203647416,jawi
jxh6yxyy.jpg,lontara,train,page,,,568,621,JPEG,31.35626220703125,157.0,0.21331787109375,31.4195556640625,0.9146537842190016,lontara
lp1In676.jpg,lampung,train,page,,,1000,370,JPEG,49.02935791015625,174.3333282470703,0.22198486328125,49.35540771484375,2.7027027027027026,lampung
A3amnqqs.jpg,lampung,train,page,,,480,360,JPEG,35.3592529296875,203.3333282470703,0.28680419921875,35.368408203125,1.3333333333333333,lampung
DZlkHVVs.jpg,pegon,train,page,,,878,460,JPEG,51.9346923828125,139.6666717529297,0.11614990234375,52.05291748046875,1.9086956521739131,pegon
mU0VIMOM.jpg,jawi,train,page,,,750,469,JPEG,83.05426025390625,189.6666717529297,0.19476318359375,83.06146240234375,1.5991471215351811,jawi
ArLIuehv.png,pegon,train,page,,,1521,750,PNG,31.43011474609375,136.6666717529297,0.31146240234375,31.50433349609375,2.028,pegon
3uZ754oe.jpg,jawa,train,page,,,1000,614,JPEG,9.8212890625,111.0,0.47503662109375,10.2027587890625,1.6286644951140066,jawa
r3tGNzm6.jpg,jawa,train,page,,,2834,1223,JPEG,18.12127685546875,148.0,0.20782470703125,19.8330078125,2.3172526573998367,jawa
pugriEKg.jpg,pegon,train,page,,,768,768,JPEG,25.60943603515625,197.3333282470703,0.017578125,26.6705322265625,1.0,pegon
VA317cEJ.jpg,pegon,train,page,,,677,453,JPEG,0.0,253.0,0.009033203125,0.0,1.4944812362030906,pegon
VvWr2DRJ.jpg,pegon,train,page,,,1280,720,JPEG,7.84027099609375,255.0,0.0067138671875,7.9227294921875,1.7777777777777777,pegon
VObY0cqk.jpg,pegon,train,page,,,1967,1724,JPEG,31.92449951171875,108.66666412353516,0.3096923828125,31.92449951171875,1.1409512761020881,pegon
9QkzJWYC.png,bali,train,page,,,864,864,PNG,0.0,255.0,0.090576171875,0.0,1.0,bali
isCRUjsC.jpg,pegon,train,page,,,1280,734,JPEG,0.0,249.0,0.0517578125,0.0,1.7438692098092643,pegon
rEohqrKO.webp,jawa,train,page,,,720,447,WEBP,97.89727783203125,121.66666412353516,0.292236328125,97.8992919921875,1.610738255033557,jawa
C5R3SyGp.png,jawi,train,page,,,49,266,PNG,0.0,255.0,0.147705078125,0.0,0.18421052631578946,jawi
H8tMgkXB.png,bali,train,page,,,700,663,PNG,0.0,255.0,0.03759765625,0.0,1.0558069381598794,bali
JkcwfeWb.jpg,pegon,train,page,,,300,445,JPEG,40.88397216796875,142.3333282470703,0.428955078125,40.92242431640625,0.6741573033707865,pegon
Sq4mQMmX.webp,lampung,train,page,,,500,281,WEBP,1.94146728515625,254.3333282470703,0.008056640625,2.01605224609375,1.7793594306049823,lampung
lyRKrF1d.jpg,jawi,train,page,,,1200,1690,JPEG,59.7421875,189.0,0.01055908203125,63.4608154296875,0.7100591715976331,jawi
18Yut8y2.jpg,sunda,train,page,,,712,712,JPEG,4.198486328125,8.333333015441895,0.9547119140625,4.292724609375,1.0,sunda
mS2kZ8fi.jpg,bali,train,page,,,668,375,JPEG,0.06085205078125,255.0,0.0003662109375,0.0625,1.7813333333333334,bali
J5rUUjOm.jpg,lontara,train,page,,,2764,1849,JPEG,144.32696533203125,129.16665649414062,0.038818359375,144.32696533203125,1.494862087614927,lontara
LbdIIDPH.png,bali,train,page,,,1200,700,PNG,0.11663818359375,204.0,0.06036376953125,0.14324951171875,1.7142857142857142,bali
vIX9hIjR.jpg,pegon,train,page,,,640,462,JPEG,15.74298095703125,202.0,0.0255126953125,17.71124267578125,1.3852813852813852,pegon
4cQJzJ58.jpg,pegon,train,page,,,1500,1225,JPEG,19.957275390625,179.3333282470703,0.08807373046875,20.158935546875,1.2244897959183674,pegon
Ifcb2r4C.jpg,jawa,train,page,,,1200,800,JPEG,21.63116455078125,175.0,0.1329345703125,22.2799072265625,1.5,jawa
cSqToiMa.jpg,bali,train,page,,,640,589,JPEG,41.2196044921875,232.0,0.0,41.2196044921875,1.0865874363327674,bali
ZTjt1UNI.jpg,bali,train,page,,,393,577,JPEG,6.1456298828125,192.6666717529297,0.0174560546875,7.07757568359375,0.6811091854419411,bali
a4jh7wTT.jpg,jawa,train,page,,,700,441,JPEG,4.923095703125,254.0,0.0316162109375,6.6739501953125,1.5873015873015872,jawa
L4cIkqat.jpg,bali,train,page,,,1280,1280,JPEG,32.7530517578125,218.6666717529297,0.212890625,32.81817626953125,1.0,bali
DOH3uoeR.jpg,bali,train,page,,,640,480,JPEG,23.779052734375,134.6666717529297,0.31866455078125,25.92010498046875,1.3333333333333333,bali
lPJpDgwW.jpg,bali,train,page,,,1200,675,JPEG,21.6727294921875,157.6666717529297,0.152099609375,22.47412109375,1.7777777777777777,bali
Vz1nxIKv.png,jawi,train,page,,,700,446,PNG,2.04779052734375,162.6666717529297,0.26806640625,2.082275390625,1.5695067264573992,jawi
BH0R4c3B.jpg,bali,train,page,,,735,463,JPEG,0.0,255.0,0.02386474609375,0.0,1.5874730021598271,bali
vgRH3hfk.webp,lontara,train,page,,,720,565,WEBP,0.10394287109375,255.0,0.04931640625,0.154052734375,1.2743362831858407,lontara
FPo8eKNu.webp,jawa,train,page,,,1280,720,WEBP,83.76361083984375,212.6666717529297,0.076904296875,83.76361083984375,1.7777777777777777,jawa
v0eRKhNN.jpg,lontara,train,page,,,750,500,JPEG,69.83636474609375,187.0,0.008544921875,69.83892822265625,1.5,lontara
p1nlqTvi.jpg,jawi,train,page,,,742,1080,JPEG,68.664306640625,132.6666717529297,0.23455810546875,68.69439697265625,0.687037037037037,jawi
db0c2Z4p.png,lampung,train,page,,,1074,575,PNG,0.0,244.0,0.0003662109375,0.0,1.8678260869565217,lampung
1zxp9geQ.jpg,jawa,train,page,,,1200,675,JPEG,70.66595458984375,161.3333282470703,0.03240966796875,70.66595458984375,1.7777777777777777,jawa
nGhp8rvR.jpg,lontara,train,page,,,528,800,JPEG,59.70452880859375,70.66666412353516,0.8753662109375,83.75164794921875,0.66,lontara
cM7aMsIP.jpg,jawa,train,page,,,1024,543,JPEG,34.6678466796875,222.0,0.05438232421875,34.67047119140625,1.8858195211786373,jawa
4rzA2cl1.jpg,bali,train,page,,,1706,960,JPEG,29.813232421875,186.6666717529297,0.36737060546875,30.02423095703125,1.7770833333333333,bali
tviyv7W0.jpg,lampung,train,page,,,970,544,JPEG,0.0,253.0,0.037353515625,0.0,1.7830882352941178,lampung
IcMQ729U.jpg,bali,train,page,,,480,360,JPEG,18.57684326171875,181.3333282470703,0.2984619140625,19.46124267578125,1.3333333333333333,bali
KQn86KbN.jpg,bali,train,page,,,503,856,JPEG,1.162109375,253.0,0.00115966796875,1.19268798828125,0.5876168224299065,bali
A86cbI0P.png,sunda,train,page,,,300,282,PNG,12.86285400390625,95.33333587646484,0.538818359375,12.8673095703125,1.0638297872340425,sunda
qr0Dsa4r.png,jawa,train,page,,,700,730,PNG,13.0924072265625,236.0,0.00152587890625,13.85906982421875,0.958904109589041,jawa
wBLg71Yy.png,lontara,train,page,,,2000,1600,PNG,3.694580078125,170.0,0.38336181640625,4.68060302734375,1.25,lontara
fuuZiyNB.jpg,lontara,train,page,,,433,616,JPEG,0.6910400390625,255.0,0.09112548828125,0.80133056640625,0.702922077922078,lontara
MuR7rzdl.jpg,jawa,train,page,,,1654,2340,JPEG,0.0,255.0,0.0,0.0,0.7068376068376069,jawa
tVLTxNyb.jpg,pegon,train,page,,,561,561,JPEG,36.20916748046875,120.66666412353516,0.2132568359375,36.578125,1.0,pegon
Pn2o0YTT.jpg,jawa,train,page,,,565,514,JPEG,0.0,255.0,0.1041259765625,0.0,1.0992217898832686,jawa
aN9eOSXS.jpg,jawi,train,page,,,768,1024,JPEG,0.0,255.0,0.00018310546875,0.0,0.75,jawi
mX6JeAay.jpg,lontara,train,page,,,572,481,JPEG,10.53564453125,255.0,0.034423828125,18.17132568359375,1.1891891891891893,lontara
5ghxWNyR.jpg,jawa,train,page,,,585,329,JPEG,81.873046875,193.3333282470703,0.0924072265625,81.9495849609375,1.778115501519757,jawa
HSPlRvu6.jpg,lontara,train,page,,,355,259,JPEG,80.0087890625,180.3333282470703,0.04669189453125,80.021484375,1.3706563706563706,lontara
Ymh2tbFw.png,bali,train,page,,,864,864,PNG,0.0,255.0,0.0616455078125,0.0,1.0,bali
7aDRp8vj.jpg,jawa,train,page,,,480,675,JPEG,15.936279296875,204.0,0.02850341796875,15.9512939453125,0.7111111111111111,jawa
WWCrZrGd.jpg,bali,train,page,,,1200,800,JPEG,60.93896484375,112.66666412353516,0.3763427734375,61.02667236328125,1.5,bali
EAumamZe.jpg,jawi,train,page,,,1024,683,JPEG,24.32794189453125,106.66666412353516,0.47467041015625,24.36865234375,1.499267935578331,jawi
Qf2P4kf8.png,lontara,train,page,,,1160,676,PNG,0.0,255.0,0.06658935546875,0.0,1.7159763313609468,lontara
