fold,epoch,train_loss,valid_trio_macro_f1,valid_trio_accuracy,backbone_lr,head_lr
4,1,0.6884141128233596,0.9322140476639628,0.930648769574944,0.0002,0.0008
4,2,0.29739505581719994,0.9744029156200485,0.9731543624161074,0.00019870432382325864,0.0007948172952930346
4,3,0.23442758257032306,0.9848249532027183,0.9843400447427293,0.00019485263796156029,0.0007794105518462411
4,4,0.21148606897698374,0.9869287587376273,0.9865771812080537,0.00018855000636461646,0.0007542000254584659
4,5,0.21375971490081497,0.9934948357977144,0.9932885906040269,0.0001799683483926574,0.0007198733935706296
4,6,0.20114281608830745,0.9849084636098221,0.9843400447427293,0.0001693417493044454,0.0006773669972177817
4,7,0.18972696798231134,0.9871865560870089,0.9865771812080537,0.0001569600750216306,0.0006278403000865224
4,8,0.18278434408369976,0.9887404314095266,0.9888143176733781,0.00014316106534203213,0.0005726442613681285
4,9,0.18097248127645518,0.9870988046174881,0.9865771812080537,0.00012832112127837594,0.0005132844851135038
4,10,0.1782944910789854,0.9827082435878198,0.9821029082774049,0.00011284503781987159,0.00045138015127948637
