fold,epoch,train_loss,valid_macro_f1,valid_accuracy,backbone_lr,head_lr
5,1,1.1988768796048221,0.9183381844812509,0.9182530795072789,0.0002,0.0008
5,2,0.40729479370800287,0.9549402728435314,0.9496080627099664,0.00019870432382325864,0.0007948172952930346
5,3,0.3282901784795986,0.9638616684343464,0.9585666293393057,0.00019485263796156029,0.0007794105518462411
5,4,0.3061570790838648,0.9709901259544059,0.9664053751399776,0.00018855000636461646,0.0007542000254584659
5,5,0.2866185470106352,0.9755251022260768,0.973124300111982,0.0001799683483926574,0.0007198733935706296
5,6,0.28019644150736617,0.9760592362877941,0.973124300111982,0.0001693417493044454,0.0006773669972177817
5,7,0.2739003301000355,0.9791100023505558,0.9764837625979843,0.0001569600750216306,0.0006278403000865224
5,8,0.27259726548034785,0.9747234181698549,0.9708846584546472,0.00014316106534203213,0.0005726442613681285
5,9,0.26750712516125047,0.9771944075506447,0.9742441209406495,0.00012832112127837594,0.0005132844851135038
5,10,0.2654267829359745,0.9765127603026741,0.973124300111982,0.00011284503781987159,0.00045138015127948637
5,11,0.2630236185023954,0.9833465040865071,0.9809630459126539,9.715496218012844e-05,0.0003886198487205138
5,12,0.26153559139739485,0.9796127610739515,0.9776035834266518,8.167887872162408e-05,0.00032671551488649633
5,13,0.26372975749748007,0.976458791931982,0.973124300111982,6.683893465796792e-05,0.0002673557386318717
5,14,0.2615913878990807,0.9791157494473242,0.9764837625979843,5.303992497836946e-05,0.00021215969991347783
5,15,0.26208246284579856,0.9806337366211325,0.9776035834266518,4.065825069555462e-05,0.0001626330027822185
5,16,0.2609676646499175,0.9802125921659409,0.9776035834266518,3.0031651607342625e-05,0.0001201266064293705
