fold,epoch,train_loss,valid_macro_f1,valid_accuracy,backbone_lr,head_lr
4,1,1.2284141691223363,0.9102350100490499,0.9070548712206047,0.0002,0.0008
4,2,0.4003282147842742,0.9652539030635638,0.9608062709966405,0.00019870432382325864,0.0007948172952930346
4,3,0.33352896631197615,0.9664509420602857,0.9630459126539753,0.00019485263796156029,0.0007794105518462411
4,4,0.2969627616354788,0.9679411391542102,0.9641657334826428,0.00018855000636461646,0.0007542000254584659
4,5,0.2908444516339913,0.9755301336025969,0.9708846584546472,0.0001799683483926574,0.0007198733935706296
4,6,0.2873764564754847,0.9808929098053442,0.9776035834266518,0.0001693417493044454,0.0006773669972177817
4,7,0.27936032567867436,0.9798272396652348,0.9776035834266518,0.0001569600750216306,0.0006278403000865224
4,8,0.273834177666559,0.9808538860635264,0.9776035834266518,0.00014316106534203213,0.0005726442613681285
4,9,0.2697523675554614,0.985521205811752,0.9832026875699889,0.00012832112127837594,0.0005132844851135038
4,10,0.26409507604971505,0.9864564778168504,0.9843225083986562,0.00011284503781987159,0.00045138015127948637
4,11,0.26358442431264706,0.9854446645653844,0.9832026875699889,9.715496218012844e-05,0.0003886198487205138
4,12,0.2624240951892979,0.9820378512768133,0.9798432250839866,8.167887872162408e-05,0.00032671551488649633
4,13,0.26296942593935285,0.9816552656345209,0.9787234042553191,6.683893465796792e-05,0.0002673557386318717
4,14,0.26197132529929557,0.9816622367659009,0.9798432250839866,5.303992497836946e-05,0.00021215969991347783
4,15,0.2620724886572421,0.9774224662901272,0.975363941769317,4.065825069555462e-05,0.0001626330027822185
