fold,epoch,train_loss,valid_trio_macro_f1,valid_trio_accuracy,backbone_lr,head_lr
2,1,0.6522729080149582,0.9250246624370729,0.9241071428571429,0.0002,0.0008
2,2,0.3104672053672748,0.9477608945184257,0.9464285714285714,0.00019870432382325864,0.0007948172952930346
2,3,0.2601172784853248,0.961186696097125,0.9598214285714286,0.00019485263796156029,0.0007794105518462411
2,4,0.21580711599834804,0.9694841281260306,0.96875,0.00018855000636461646,0.0007542000254584659
2,5,0.20883951906385367,0.9892970165035967,0.9888392857142857,0.0001799683483926574,0.0007198733935706296
2,6,0.19957873226877032,0.9796485425278756,0.9799107142857143,0.0001693417493044454,0.0006773669972177817
2,7,0.1923312299744377,0.9936868309683843,0.9933035714285714,0.0001569600750216306,0.0006278403000865224
2,8,0.18984056724516374,0.9867366846420312,0.9866071428571429,0.00014316106534203213,0.0005726442613681285
2,9,0.1805329380754652,0.9864659254244454,0.9866071428571429,0.00012832112127837594,0.0005132844851135038
2,10,0.18187312993257404,0.9957905080604467,0.9955357142857143,0.00011284503781987159,0.00045138015127948637
2,11,0.17922295078884956,0.9865387089578771,0.9866071428571429,9.715496218012844e-05,0.0003886198487205138
2,12,0.1759416377744195,0.9888423568706841,0.9888392857142857,8.167887872162408e-05,0.00032671551488649633
2,13,0.17688328931784497,0.9796796826141337,0.9799107142857143,6.683893465796792e-05,0.0002673557386318717
2,14,0.17496272000853577,0.9844334050992423,0.984375,5.303992497836946e-05,0.00021215969991347783
2,15,0.17439214996785424,0.9912063546209887,0.9910714285714286,4.065825069555462e-05,0.0001626330027822185
