fold,epoch,train_loss,valid_trio_macro_f1,valid_trio_accuracy,backbone_lr,head_lr
3,1,0.6589719199934485,0.9290039807791509,0.9285714285714286,0.0002,0.0008
3,2,0.3068288525389559,0.9523624233210617,0.9508928571428571,0.00019870432382325864,0.0007948172952930346
3,3,0.24013924558735428,0.9683608646715469,0.96875,0.00019485263796156029,0.0007794105518462411
3,4,0.22369186761658952,0.9795447314877236,0.9799107142857143,0.00018855000636461646,0.0007542000254584659
3,5,0.2039631501422914,0.9751168389529945,0.9754464285714286,0.0001799683483926574,0.0007198733935706296
3,6,0.1927158764121253,0.9730201553730966,0.9732142857142857,0.0001693417493044454,0.0006773669972177817
3,7,0.1906773571528536,0.9751000563891679,0.9754464285714286,0.0001569600750216306,0.0006278403000865224
3,8,0.1854817725759645,0.9819471955150946,0.9821428571428571,0.00014316106534203213,0.0005726442613681285
3,9,0.18326544728359032,0.9792324883406698,0.9799107142857143,0.00012832112127837594,0.0005132844851135038
3,10,0.17761237408195793,0.970257373007755,0.9709821428571429,0.00011284503781987159,0.00045138015127948637
3,11,0.17584335389416977,0.9673265313123295,0.96875,9.715496218012844e-05,0.0003886198487205138
3,12,0.17687616170118642,0.9765859626411059,0.9776785714285714,8.167887872162408e-05,0.00032671551488649633
3,13,0.1769484934527115,0.9744695605247037,0.9754464285714286,6.683893465796792e-05,0.0002673557386318717
