fold,epoch,train_loss,valid_macro_f1,valid_accuracy,backbone_lr,head_lr
1,1,1.2548490718169736,0.8831439103954987,0.8769574944071589,0.0002,0.0008
1,2,0.4174823737464764,0.9676607038358522,0.9642058165548099,0.00019870432382325864,0.0007948172952930346
1,3,0.3337018362220649,0.975245337378813,0.9720357941834452,0.00019485263796156029,0.0007794105518462411
1,4,0.3021366841279923,0.9730330513532477,0.9686800894854586,0.00018855000636461646,0.0007542000254584659
1,5,0.30168537363897946,0.977284452273266,0.9742729306487695,0.0001799683483926574,0.0007198733935706296
1,6,0.2806266748267931,0.9843361555808762,0.9821029082774049,0.0001693417493044454,0.0006773669972177817
1,7,0.27382608626758287,0.9870412457140881,0.9854586129753915,0.0001569600750216306,0.0006278403000865224
1,8,0.268059081051018,0.9851810323347326,0.9832214765100671,0.00014316106534203213,0.0005726442613681285
1,9,0.26899256408965255,0.9832182109754207,0.9809843400447428,0.00012832112127837594,0.0005132844851135038
1,10,0.26675757941764644,0.984176301964944,0.9821029082774049,0.00011284503781987159,0.00045138015127948637
1,11,0.26538099695946904,0.9833473388343706,0.9821029082774049,9.715496218012844e-05,0.0003886198487205138
1,12,0.26317899942965256,0.9835471441208984,0.9821029082774049,8.167887872162408e-05,0.00032671551488649633
