fold,epoch,train_loss,valid_macro_f1,valid_accuracy,backbone_lr,head_lr
3,1,1.233218625329631,0.9049456248685958,0.9048152295632699,0.0002,0.0008
3,2,0.41311558920975566,0.9854075432435311,0.9832026875699889,0.00019870432382325864,0.0007948172952930346
3,3,0.33016569246175775,0.9794024003420819,0.975363941769317,0.00019485263796156029,0.0007794105518462411
3,4,0.307836233852426,0.9789388334836812,0.9764837625979843,0.00018855000636461646,0.0007542000254584659
3,5,0.2954962808257318,0.9755254613850315,0.9720044792833147,0.0001799683483926574,0.0007198733935706296
3,6,0.28114705203829626,0.9867724192746208,0.9854423292273237,0.0001693417493044454,0.0006773669972177817
3,7,0.27546664989054637,0.9826903074452406,0.9809630459126539,0.0001569600750216306,0.0006278403000865224
3,8,0.2711597170386824,0.9818049008909443,0.9798432250839866,0.00014316106534203213,0.0005726442613681285
3,9,0.2678993905164306,0.9837463125758712,0.9820828667413214,0.00012832112127837594,0.0005132844851135038
3,10,0.26750085148053526,0.9877477548991536,0.986562150055991,0.00011284503781987159,0.00045138015127948637
3,11,0.2676375922405593,0.9825627459432801,0.9809630459126539,9.715496218012844e-05,0.0003886198487205138
3,12,0.26308422026583517,0.9848457345440228,0.9843225083986562,8.167887872162408e-05,0.00032671551488649633
3,13,0.2643276956172115,0.9814960892524482,0.9798432250839866,6.683893465796792e-05,0.0002673557386318717
3,14,0.2640768567743285,0.985725374178027,0.9843225083986562,5.303992497836946e-05,0.00021215969991347783
3,15,0.26195092788607166,0.9821743753188381,0.9809630459126539,4.065825069555462e-05,0.0001626330027822185
