fold,epoch,train_loss,valid_macro_f1,valid_accuracy,backbone_lr,head_lr
5,1,1.1990525275552213,0.9139907529780927,0.9171332586786114,0.0002,0.0008
5,2,0.4066508779761907,0.9491628059089839,0.9451287793952967,0.00019870432382325864,0.0007948172952930346
5,3,0.32961785626531515,0.9603300696564246,0.9596864501679732,0.00019485263796156029,0.0007794105518462411
5,4,0.30461469102519545,0.9695782728005004,0.9652855543113102,0.00018855000636461646,0.0007542000254584659
5,5,0.2858419389983563,0.9736733927426445,0.9720044792833147,0.0001799683483926574,0.0007198733935706296
5,6,0.27947750047191133,0.9781530160224058,0.9764837625979843,0.0001693417493044454,0.0006773669972177817
5,7,0.2744845715260199,0.9759232946504044,0.973124300111982,0.0001569600750216306,0.0006278403000865224
5,8,0.27344923574429486,0.9732571809657167,0.973124300111982,0.00014316106534203213,0.0005726442613681285
5,9,0.27059316376633796,0.9770381970272977,0.975363941769317,0.00012832112127837594,0.0005132844851135038
5,10,0.2660787925082475,0.9737748405738763,0.973124300111982,0.00011284503781987159,0.00045138015127948637
5,11,0.26366278130579873,0.9808110910206548,0.9787234042553191,9.715496218012844e-05,0.0003886198487205138
5,12,0.2612598022403301,0.9811537756176801,0.9787234042553191,8.167887872162408e-05,0.00032671551488649633
5,13,0.26362083002583037,0.9763934506593547,0.973124300111982,6.683893465796792e-05,0.0002673557386318717
5,14,0.2614318480455615,0.9767819460936665,0.9742441209406495,5.303992497836946e-05,0.00021215969991347783
5,15,0.26239431373020355,0.9792182748689086,0.9764837625979843,4.065825069555462e-05,0.0001626330027822185
5,16,0.26090399006190884,0.9791884138479283,0.9764837625979843,3.0031651607342625e-05,0.0001201266064293705
5,17,0.2603856036965915,0.9798022469893143,0.9776035834266518,2.144999363538355e-05,8.57999745415342e-05
