fold,epoch,train_loss,valid_macro_f1,valid_accuracy,backbone_lr,head_lr
4,1,1.2258900024401254,0.9131969272015972,0.9137737961926092,0.0002,0.0008
4,2,0.3992206382898225,0.9627160857051129,0.9585666293393057,0.00019870432382325864,0.0007948172952930346
4,3,0.33412466505485067,0.9650144541028245,0.9608062709966405,0.00019485263796156029,0.0007794105518462411
4,4,0.2980126460704579,0.9735780963954416,0.9720044792833147,0.00018855000636461646,0.0007542000254584659
4,5,0.2892746463392991,0.9706371117705489,0.9664053751399776,0.0001799683483926574,0.0007198733935706296
4,6,0.28416228851394143,0.9758390419260409,0.9720044792833147,0.0001693417493044454,0.0006773669972177817
4,7,0.2787431816549093,0.9819653501265421,0.9787234042553191,0.0001569600750216306,0.0006278403000865224
4,8,0.273770707592193,0.9733072033001885,0.9742441209406495,0.00014316106534203213,0.0005726442613681285
4,9,0.2676324102387591,0.9795517261248416,0.9776035834266518,0.00012832112127837594,0.0005132844851135038
4,10,0.26416056526060805,0.9809098222861484,0.9798432250839866,0.00011284503781987159,0.00045138015127948637
4,11,0.26303532127568224,0.9760783197080973,0.9764837625979843,9.715496218012844e-05,0.0003886198487205138
4,12,0.26223074559332876,0.9719766382966352,0.9720044792833147,8.167887872162408e-05,0.00032671551488649633
