fold,epoch,train_loss,valid_macro_f1,valid_accuracy,backbone_lr,head_lr
2,1,1.248811967326852,0.8828603205288772,0.8825503355704698,0.0002,0.0008
2,2,0.40596485553320266,0.9680196045990349,0.9653243847874721,0.00019870432382325864,0.0007948172952930346
2,3,0.33735532996503037,0.9790798581364049,0.9776286353467561,0.00019485263796156029,0.0007794105518462411
2,4,0.3075848444399632,0.9619357286054149,0.9586129753914989,0.00018855000636461646,0.0007542000254584659
2,5,0.28969649820810867,0.9793211802983045,0.9776286353467561,0.0001799683483926574,0.0007198733935706296
2,6,0.2827496466151546,0.9791480130962956,0.9776286353467561,0.0001693417493044454,0.0006773669972177817
2,7,0.2755723833170319,0.9801735039182028,0.9787472035794184,0.0001569600750216306,0.0006278403000865224
2,8,0.27473953186948524,0.9853421623530689,0.9843400447427293,0.00014316106534203213,0.0005726442613681285
2,9,0.27162030830524764,0.983427110268145,0.9832214765100671,0.00012832112127837594,0.0005132844851135038
2,10,0.26576446913018004,0.981118655246642,0.9809843400447428,0.00011284503781987159,0.00045138015127948637
2,11,0.2652113159063848,0.9848667448224412,0.9843400447427293,9.715496218012844e-05,0.0003886198487205138
2,12,0.26740950648770623,0.9811884149451017,0.9798657718120806,8.167887872162408e-05,0.00032671551488649633
2,13,0.2644244604023304,0.9829095363231285,0.9832214765100671,6.683893465796792e-05,0.0002673557386318717
