image_id,label,split,ctype,h,w,content_h_frac,bar_rows,bar_noisy,streak_frac,ink_frac_pp,pp_aspect,flat_grey,dashes,sharp
zserujX8.jpg,bali,train,page,675,1200,0.9940740740740741,0.07555555555555556,0.0,0.3883333333333333,0.27504971219256935,1.8838304552590266,0.0,0,1.4196124076843262
Pr22tEu7.jpg,pegon,train,page,400,600,1.0,0.005,0.005,0.0,0.2729607843137255,1.7647058823529411,0.00013333333333333334,0,1.3782678842544556
AlMtohM9.jpg,jawi,train,page,1200,992,1.0,0.0,0.0,0.0,0.24178091397849463,0.8266666666666667,0.0,17,1.8875352144241333
jxh6yxyy.jpg,lontara,train,page,621,568,1.0,0.0,0.0,0.0,0.5135950704225352,1.136,0.0,0,0.9198009967803955
lp1In676.jpg,lampung,train,page,370,1000,1.0,0.002702702702702703,0.002702702702702703,0.0,0.3741918918918919,2.7027027027027026,0.0269247311827957,12,2.0349903106689453
A3amnqqs.jpg,lampung,train,page,360,480,1.0,0.25,0.0,0.0,0.06730509971642415,1.7918367346938775,0.0,5,2.697232246398926
DZlkHVVs.jpg,pegon,train,page,460,878,1.0,0.0,0.0,0.0,0.15747670807453415,1.826086956521739,0.0,0,3.660778522491455
mU0VIMOM.jpg,jawi,train,page,469,750,1.0,0.0,0.0,0.0,0.2846624022743426,1.5991471215351811,0.0,4,1.1756335496902466
ArLIuehv.png,pegon,train,page,592,1200,1.0,0.0,0.0,0.0025,0.1985670045045045,2.027027027027027,2.2522522522522523e-05,3,1.0450221300125122
3uZ754oe.jpg,jawa,train,page,614,1000,1.0,0.31758957654723124,0.16449511400651465,0.0,0.23565286712255543,1.899581589958159,5.194805194805195e-05,1,2.9483585357666016
r3tGNzm6.jpg,jawa,train,page,518,1200,1.0,0.0,0.0,0.0,0.23163449163449162,2.3166023166023164,0.0001794871794871795,0,1.8070237636566162
pugriEKg.jpg,pegon,train,page,768,768,0.9466145833333334,0.0,0.0,0.0,0.0335693359375,1.0,0.00010850694444444444,1,1.3037769794464111
