image_id,label,dup_group,fold,weight
tHpqlCor.png,lontara,0,0,1.0
B494gp8Z.png,jawa,1,2,1.0
rJZQjxc0.png,jawi,2,4,1.0
hO9fOUhw.png,sunda,2935,3,0.3779644730092272
Q4K6YjCj.png,sunda,4,3,1.0
PbvtXzAF.png,lontara,5,2,1.0
bvZgcoNn.png,jawi,6,0,1.0
vrNJOkCG.png,jawa,7,0,1.0
qzpRIEtV.png,jawa,8,3,1.0
305fGZ3w.png,jawi,9,0,1.0
oV1rqiki.png,sunda,10,2,1.0
efsCVAXh.png,jawi,11,4,1.0
SZlo4nAd.png,lontara,12,1,1.0
Odiwgs3f.png,jawi,13,0,1.0
XnmCJESw.png,pegon,14,4,1.0
3YX19rhG.png,pegon,15,2,1.0
HRCr8t7l.png,pegon,16,4,1.0
jYTQSpdW.png,bali,17,4,1.0
7E48jzhq.png,lontara,18,3,1.0
TVGT0l15.png,lampung,19,3,1.0
brPaEeqP.png,lontara,20,1,1.0
GmuReuLR.png,sunda,1041,2,0.5773502691896258
GsOT0T5x.png,lampung,22,3,1.0
5rjyLVjM.png,sunda,23,2,1.0
zserujX8.jpg,bali,24,1,1.0
ULOLP0Ie.png,sunda,25,0,1.0
tzoxINik.png,jawi,26,4,1.0
SWmX6WTA.png,lontara,27,4,1.0
UmCiBs0K.png,jawi,28,2,1.0
qRtpcq8R.png,lampung,29,0,1.0
sEWlF4GG.png,jawa,30,2,1.0
kg4W1LjT.png,jawa,31,4,1.0
gEPhuYHT.png,jawi,32,3,1.0
VwBH4U2s.png,jawa,33,0,1.0
WdbxpsD0.png,lontara,34,1,1.0
c5qAky23.png,sunda,35,2,1.0
E7eISFeD.png,jawi,36,1,1.0
sQzD0xtD.png,bali,37,3,1.0
au9mLbd8.png,jawi,1472,4,0.7071067811865475
Pr22tEu7.jpg,pegon,39,0,1.0
nY3i2PTt.png,bali,40,3,1.0
KxxJsUIA.png,bali,41,1,1.0
e5T265XU.png,pegon,42,3,1.0
92Scn6vQ.png,bali,43,1,1.0
feSarHT2.png,pegon,44,3,1.0
XDdeBeL4.png,sunda,45,3,1.0
R7Hd50RH.png,lampung,46,0,1.0
vZh1HlrP.png,pegon,47,1,1.0
NTvU9OQs.png,jawi,48,4,1.0
N8Bs9W3h.png,bali,49,3,1.0
F53YDFQs.png,lontara,50,3,1.0
kFuOywWA.png,jawi,51,0,1.0
Z1un6yl6.png,lontara,52,3,1.0
jUXNviVX.png,jawi,53,4,1.0
mh4YpTLf.png,sunda,54,1,1.0
ozj6KCYP.png,bali,55,2,1.0
1pFJnWNU.png,jawi,56,1,1.0
g6icPNYH.png,lontara,57,0,1.0
bGRWCsTu.png,jawa,58,4,1.0
dCSSepmf.png,bali,59,4,1.0
V9zZHbxx.png,lontara,60,4,1.0
9RppdSnF.png,lontara,61,0,1.0
AOntxfbJ.png,pegon,62,3,1.0
UW8zRXPQ.png,jawi,63,4,1.0
YapID8rH.png,jawa,64,1,1.0
iLTzTF1l.png,jawi,65,3,1.0
dqBT88Ps.png,jawi,66,2,1.0
UFE3w0yF.png,bali,67,0,1.0
FPktjVik.png,pegon,68,4,1.0
ciJA1mjW.png,jawa,69,1,1.0
t70ANyVM.png,bali,70,4,1.0
wTOJkzj8.png,jawa,71,1,1.0
NGSYgYgV.png,sunda,72,1,1.0
nxOWgGHf.jpg,bali,73,3,1.0
MzfJHQdz.png,lontara,74,0,1.0
mASmqPJv.png,jawi,75,1,1.0
FD30O9tB.png,jawa,76,1,1.0
sntQGqx6.png,bali,77,3,1.0
iPc57tQw.png,jawi,78,1,1.0
JlEpM3oC.png,bali,79,4,1.0
nAkbUt21.png,jawi,80,0,1.0
j1hLG7kG.png,lampung,81,2,1.0
Yk674FLr.png,sunda,2434,0,0.1543033499620919
WswN2D8a.png,pegon,83,1,1.0
GjVx3hcd.png,pegon,84,4,1.0
AlMtohM9.jpg,jawi,85,1,1.0
i1j3gXwa.png,pegon,86,4,1.0
jxh6yxyy.jpg,lontara,87,4,1.0
ZzLibL3o.png,jawi,88,3,1.0
TT2py3po.png,jawa,89,4,1.0
tuGKcLTO.png,pegon,90,1,1.0
ejB5lV79.png,jawa,91,2,1.0
MQDWdzQd.png,jawi,92,4,1.0
lM3588zD.png,jawi,93,2,1.0
jxxuZl8a.png,sunda,94,1,1.0
dsMBZPzT.png,sunda,95,2,1.0
xXH0p0da.png,sunda,96,0,1.0
ODoFxn0s.png,jawa,97,1,1.0
LLZtcVWL.png,bali,98,2,1.0
xoBMTnSE.png,jawa,99,3,1.0
HC8XBClO.png,lampung,100,3,1.0
QpAYjE7a.png,bali,2666,4,0.5773502691896258
sA9afht9.png,jawa,102,3,1.0
p5adqFyu.png,sunda,103,4,1.0
BicxDosj.png,lontara,104,3,1.0
oteXEBir.png,pegon,105,4,1.0
GWcehJAP.png,sunda,1270,1,0.7071067811865475
L3S94zx2.png,sunda,2434,0,0.1543033499620919
AxZ5sTvi.png,jawa,108,2,1.0
pzzBFip4.png,jawi,109,0,1.0
UZCz3Tc9.png,jawi,110,4,1.0
Uwt2QK3l.png,jawi,111,3,1.0
snVEL8LD.png,bali,112,2,1.0
l6Hef28r.png,jawi,2703,4,0.4082482904638631
loTKHqLn.png,jawi,114,2,1.0
vdLe81Di.png,jawi,115,4,1.0
WhdB3FSi.png,jawa,2714,2,0.7071067811865475
XRspxxB1.png,jawi,117,1,1.0
6IRZgMuD.png,lontara,118,3,1.0
nXqKCOKa.png,bali,119,1,1.0
Gx7JCcSL.png,jawi,120,1,1.0
f6fRApLW.png,sunda,2434,0,0.1543033499620919
EaGEhyHL.png,jawi,122,0,1.0
qZBSLty4.png,lontara,123,0,1.0
3gdGLyyS.png,bali,124,0,1.0
bRpq18iJ.png,jawi,125,1,1.0
lp1In676.jpg,lampung,126,4,1.0
bo21nCpd.png,sunda,127,1,1.0
NA2mW6MM.png,sunda,128,4,1.0
FgzMhPjr.png,jawi,663,2,0.3779644730092272
DLSJox4o.png,jawa,130,2,1.0
yu3XZe48.png,jawa,131,0,1.0
rTnbMuPc.png,bali,132,4,1.0
s4uPNwXr.png,lontara,133,0,1.0
ExoD4vP2.png,jawi,134,3,1.0
WGC3HdHJ.png,lontara,135,4,1.0
13j6YVfp.png,lontara,136,2,1.0
A4CGGZsR.png,jawi,3749,4,0.4472135954999579
Qb0WFKYF.png,jawi,138,1,1.0
uBQ42CXJ.png,sunda,139,2,1.0
bmfAMvLs.png,pegon,140,4,1.0
kTGitTTZ.png,jawa,141,2,1.0
pbGKPZDB.png,lampung,142,0,1.0
QosnQx0a.png,sunda,143,0,1.0
A3amnqqs.jpg,lampung,144,3,1.0
gp4CQMwA.png,lontara,145,3,1.0
xuPX8psl.png,lontara,146,2,1.0
9cISqU3p.png,lampung,147,3,1.0
3vUqiFim.png,jawi,148,0,1.0
lHph2mVk.png,sunda,1657,1,0.7071067811865475
ZnCNUFWa.png,jawa,150,2,1.0
ZAF7P4TS.png,lampung,151,3,1.0
adQMTd4d.png,jawi,152,3,1.0
M1LFLF2f.png,pegon,153,3,1.0
zJfN1IUl.png,sunda,154,4,1.0
Uv3ZYkHU.png,lampung,155,2,1.0
ZB89iX5O.png,jawa,156,3,1.0
HpJV9OF2.png,lampung,157,4,1.0
2Eo65dbo.png,lontara,158,1,1.0
mniEyr50.png,jawi,159,0,1.0
Z2aYj4Mb.png,sunda,160,3,1.0
lKFokYuI.png,jawa,161,1,1.0
DZlkHVVs.jpg,pegon,1823,0,0.7071067811865475
UD0troHv.png,lontara,163,4,1.0
JDdQ8TGU.png,lontara,164,1,1.0
HpHvsaNP.png,sunda,2434,0,0.1543033499620919
8hScNnfh.png,jawi,2892,0,0.7071067811865475
lJJD74rc.png,jawi,167,4,1.0
DXzY0DKg.png,jawa,168,1,1.0
SLBFk2LV.png,pegon,169,2,1.0
hl9Zkp1X.png,bali,170,2,1.0
9dyJtrsn.png,lampung,171,1,1.0
EKZ2hjos.png,jawa,172,0,1.0
NWuOzl3e.png,pegon,173,4,1.0
gJaMXpFS.png,jawa,174,3,1.0
IWDWEDhC.png,bali,175,1,1.0
XW4QHkMM.png,sunda,176,1,1.0
v72v6rHz.png,jawa,177,0,1.0
ghORLgLJ.png,jawa,178,2,1.0
HWMpicqN.png,bali,179,2,1.0
besjh4lI.png,bali,180,3,1.0
Kez87I4J.png,jawa,181,1,1.0
t3Ym3TGY.png,bali,182,3,1.0
IEjn8TEX.png,jawa,183,2,1.0
RHtL6NXw.png,sunda,184,1,1.0
t2n4u99T.png,jawi,185,1,1.0
YSDnjf8f.png,lampung,186,0,1.0
zMOhEC7Z.png,lampung,187,1,1.0
689030ZS.png,sunda,188,3,1.0
MIUYemUt.png,jawa,189,2,1.0
JaRjy4g9.png,lampung,190,0,1.0
yWw2jKLf.png,bali,191,0,1.0
sB5nwmQC.png,jawa,192,2,1.0
DAgTCtts.png,bali,193,2,1.0
7fLvnG6h.png,jawi,194,1,1.0
gllNr3XG.png,jawa,195,4,1.0
qHmc41kt.png,bali,196,3,1.0
noOwJU2p.png,sunda,197,2,1.0
giNnvjGG.png,lampung,198,0,1.0
wDOeDUea.png,lontara,199,3,1.0
A8uMZawH.png,pegon,200,2,1.0
mU0VIMOM.jpg,jawi,201,0,1.0
fIodXJ1R.png,pegon,202,1,1.0
qg0nD3g1.png,bali,1808,2,0.5773502691896258
MVI2eyba.png,jawa,2728,4,0.7071067811865475
c0vJ7SsN.png,lontara,205,1,1.0
IH4Uc93c.png,sunda,206,3,1.0
uqkPqX5q.png,jawa,207,2,1.0
zGBPIVsX.png,jawi,208,3,1.0
veHvdin9.png,jawa,209,0,1.0
ehQYMkng.png,bali,210,2,1.0
muNHjvT1.png,jawi,2765,3,0.5773502691896258
YB8a3Tvf.png,pegon,212,2,1.0
VBXfIuQo.png,lampung,213,2,1.0
Enpc8p6E.jpg,lampung,214,2,1.0
ArLIuehv.png,pegon,215,2,1.0
Hc6z8jIH.png,jawi,216,3,1.0
3uZ754oe.jpg,jawa,217,1,1.0
DOuAVBCT.png,jawa,218,4,1.0
niytSMhh.png,jawi,219,1,1.0
aoPT6i3l.png,jawa,220,4,1.0
XZZuXKEY.png,bali,221,1,1.0
nHpvpCBB.png,sunda,222,2,1.0
m121DOJC.png,jawa,223,0,1.0
PsItOhnH.png,jawi,224,4,1.0
NrSfvP0C.png,lontara,225,3,1.0
Y0PizvCj.png,jawi,226,1,1.0
RtVhw7WU.png,jawi,227,3,1.0
FMKU5Hon.png,lontara,228,0,1.0
Tm3dwYeQ.png,lontara,229,4,1.0
GmZ1gfCu.png,sunda,230,1,1.0
zpTONVp2.png,jawi,231,2,1.0
6JPcEjrb.png,sunda,232,3,1.0
XxWkw905.png,lontara,233,2,1.0
r3tGNzm6.jpg,jawa,234,4,1.0
fKyxPzrH.png,pegon,235,2,1.0
V8n1dXSm.png,lampung,236,3,1.0
TxG9PdgC.png,jawi,237,0,1.0
CU4SljdE.png,lontara,238,4,1.0
GGMdDpgF.png,jawa,239,4,1.0
PAWQTNXw.png,jawa,240,2,1.0
ET3InrVE.png,jawi,241,3,1.0
E9Tm3Fpb.png,jawi,242,0,1.0
doyUwjr8.png,pegon,243,0,1.0
6wUPvKhT.png,sunda,244,1,1.0
t3xloWkI.png,jawa,245,3,1.0
reK9JAqs.png,lontara,246,0,1.0
QBi4np6m.png,jawi,247,1,1.0
pugriEKg.jpg,pegon,248,0,1.0
sneBuutJ.png,sunda,249,4,1.0
VA317cEJ.jpg,pegon,4450,3,1.0
wo76s5ii.png,pegon,251,2,1.0
vtF71dpN.png,lampung,3034,1,0.7071067811865475
gGNLaVqC.png,jawi,253,1,1.0
fEIpVd4O.png,jawa,254,4,1.0
eZChotVz.png,jawi,3361,0,0.7071067811865475
EdHsJlgR.png,jawa,256,3,1.0
813ukdjO.png,pegon,257,2,1.0
BLCK8n8x.png,jawi,258,2,1.0
W1C1YnzQ.png,jawi,259,0,1.0
91iDVf68.png,lampung,260,1,1.0
81j5zVEb.png,lampung,261,3,1.0
mapjGkc3.png,bali,262,0,1.0
JMxapaoo.png,lontara,263,1,1.0
4nuIEMKJ.png,jawa,264,1,1.0
jtYjaI51.png,lampung,513,1,0.7071067811865475
ydLzP6nj.png,lampung,266,4,1.0
SBmp4ejo.png,jawi,267,0,1.0
WthKsRUl.png,lontara,268,4,1.0
DZTo0L77.png,lampung,269,1,1.0
OfSyjlyN.png,jawi,270,4,1.0
NQ0U6894.png,jawi,271,3,1.0
VvWr2DRJ.jpg,pegon,272,4,1.0
Mzb4wZCZ.png,jawa,273,2,1.0
Qb6CW7sv.png,lontara,274,0,1.0
v6kj867e.png,lampung,275,2,1.0
SsWU9PM8.png,sunda,2434,0,0.1543033499620919
hgbUOPe3.png,sunda,277,3,1.0
sncIXO2l.png,lontara,278,3,1.0
FjH55jbg.png,sunda,2837,4,0.4472135954999579
XOj8QBf5.png,bali,280,4,1.0
qUOpSY2G.png,lampung,281,0,1.0
7i1dsQVN.png,pegon,282,1,1.0
fVa1V6Yb.png,jawa,283,1,1.0
BfCvYSjw.png,sunda,284,4,1.0
9TAbChoL.png,jawa,285,3,1.0
rAElAId0.png,jawi,286,0,1.0
tvhWK7Hy.png,bali,287,3,1.0
0HGBgMZi.png,jawi,288,2,1.0
gOonbitg.png,lontara,289,3,1.0
AWERVvHG.png,sunda,290,1,1.0
o3CxD95x.png,jawa,291,4,1.0
eLBBW2QF.png,sunda,292,4,1.0
xNBTYUed.png,bali,293,2,1.0
NvJjdbil.png,jawi,294,4,1.0
kroxfm4S.png,lampung,295,2,1.0
4FK8CmTj.png,jawa,296,1,1.0
IjWB2eiN.png,jawi,297,3,1.0
VObY0cqk.jpg,pegon,298,3,1.0
lzSevp4g.png,sunda,1106,4,0.7071067811865475
rfMDau6y.png,jawi,300,1,1.0
1n55t9rr.png,jawi,301,4,1.0
3xzUVc3u.png,sunda,302,3,1.0
dwY5xOLe.png,lampung,303,2,1.0
LDR67vYw.png,lampung,304,0,1.0
d99PX5Ja.png,bali,305,0,1.0
oIQUcmLf.png,jawi,306,2,1.0
PnJm72Pb.png,sunda,307,0,1.0
58182AjM.png,sunda,2434,0,0.1543033499620919
rbX8udzi.png,lampung,309,1,1.0
s6S2jmQV.png,sunda,2434,0,0.1543033499620919
2LT7SZwr.png,jawa,311,4,1.0
u2hfbgTK.png,jawa,312,3,1.0
VMP4kZ1O.png,jawi,313,2,1.0
x3hDUkle.png,jawa,314,1,1.0
UiPZ7edq.png,lontara,315,4,1.0
Ps8l8f2o.png,lontara,316,4,1.0
waNwx08C.png,bali,317,3,1.0
yU3u4hYx.png,jawi,318,1,1.0
PfkSwejU.png,lontara,319,2,1.0
3q0rYDno.png,pegon,320,3,1.0
5yH82hWM.png,jawi,3679,3,0.4082482904638631
bNohXPr9.png,jawi,322,4,1.0
Y0M39Mof.png,lontara,323,2,1.0
QitMTWIs.png,sunda,324,4,1.0
3X5nVAVF.png,bali,325,1,1.0
9QkzJWYC.png,bali,326,1,1.0
G02HH7pZ.png,pegon,327,0,1.0
isCRUjsC.jpg,pegon,328,4,1.0
4i1G43sq.png,lontara,329,4,1.0
mMgmhdVW.png,lampung,330,3,1.0
c1Ec9G4r.png,jawa,331,0,1.0
efuoz9rC.png,lampung,332,4,1.0
